player,goals,assists,rating,minutes,match_id,date,performed,surname,Unnamed: 9,moon_sign
alexis mac allister,0,0,7.5,90,1035045,2023-08-13,1,allister,,Cancer
cody gakpo,0,0,6.6,66,1035045,2023-08-13,0,gakpo,,Cancer
mohamed salah,0,1,7.5,77,1035045,2023-08-13,1,salah,,Cancer
diogo jota,0,0,6.9,66,1035045,2023-08-13,0,jota,,Cancer
luis díaz,1,0,7.2,77,1035045,2023-08-13,1,díaz,,Cancer
curtis jones,0,0,6.6,24,1035045,2023-08-13,0,jones,,Cancer
darwin núñez,0,0,6.7,24,1035045,2023-08-13,0,núñez,,Cancer
harvey elliott,0,0,7.0,13,1035045,2023-08-13,1,elliott,,Cancer
ben doak,0,0,6.3,13,1035045,2023-08-13,0,doak,,Cancer
caoimhin kelleher,0,0,0.0,0,1035045,2023-08-13,0,kelleher,,Cancer
joe gomez,0,0,0.0,0,1035045,2023-08-13,0,gomez,,Cancer
konstantinos tsimikas,0,0,0.0,0,1035045,2023-08-13,0,tsimikas,,Cancer
joël matip,0,0,0.0,0,1035045,2023-08-13,0,matip,,Cancer
james mcconnell,0,0,0.0,0,1035045,2023-08-13,0,mcconnell,,Cancer
andré onana,0,0,8.0,90,1035046,2023-08-14,1,onana,,Cancer
aaron wan-bissaka,0,1,8.2,90,1035046,2023-08-14,1,wan-bissaka,,Cancer
raphaël varane,1,0,7.6,90,1035046,2023-08-14,1,varane,,Cancer
lisandro martínez,0,0,6.3,45,1035046,2023-08-14,0,martínez,,Cancer
luke shaw,0,0,7.6,90,1035046,2023-08-14,1,shaw,,Cancer
casemiro,0,0,7.2,90,1035046,2023-08-14,1,casemiro,,Cancer
antony,0,0,7.3,77,1035046,2023-08-14,1,antony,,Cancer
bruno fernandes,0,0,7.2,90,1035046,2023-08-14,1,fernandes,,Cancer
mason mount,0,0,6.6,68,1035046,2023-08-14,0,mount,,Cancer
alejandro garnacho,0,0,6.9,68,1035046,2023-08-14,0,garnacho,,Cancer
marcus rashford,0,0,6.9,88,1035046,2023-08-14,0,rashford,,Cancer
victor lindelöf,0,0,6.7,45,1035046,2023-08-14,0,lindelöf,,Cancer
jadon sancho,0,0,6.6,22,1035046,2023-08-14,0,sancho,,Cancer
christian eriksen,0,0,6.7,22,1035046,2023-08-14,0,eriksen,,Cancer
facundo pellistri,0,0,6.9,13,1035046,2023-08-14,0,pellistri,,Cancer
scott mctominay,0,0,6.6,12,1035046,2023-08-14,0,mctominay,,Cancer
dean henderson,0,0,0.0,0,1035046,2023-08-14,0,henderson,,Cancer
harry maguire,0,0,0.0,0,1035046,2023-08-14,0,maguire,,Cancer
diogo dalot,0,0,0.0,0,1035046,2023-08-14,0,dalot,,Cancer
anthony martial,0,0,0.0,0,1035046,2023-08-14,0,martial,,Cancer
josé sá,0,0,7.2,90,1035046,2023-08-14,1,sá,,Cancer
nélson semedo,0,0,7.5,90,1035046,2023-08-14,1,semedo,,Cancer
craig dawson,0,0,8.3,90,1035046,2023-08-14,1,dawson,,Cancer
max kilman,0,0,7.2,90,1035046,2023-08-14,1,kilman,,Cancer
rayan aït nouri,0,0,6.9,77,1035046,2023-08-14,0,nouri,,Cancer
pedro neto,0,0,7.9,90,1035046,2023-08-14,1,neto,,Cancer
joão gomes,0,0,7.2,88,1035046,2023-08-14,1,gomes,,Cancer
mario lemina,0,0,6.9,90,1035046,2023-08-14,0,lemina,,Cancer
matheus nunes,0,0,7.5,90,1035046,2023-08-14,1,nunes,,Cancer
pablo sarabia,0,0,7.0,63,1035046,2023-08-14,1,sarabia,,Cancer
matheus cunha,0,0,7.3,77,1035046,2023-08-14,1,cunha,,Cancer
hee-chan hwang,0,0,7.3,27,1035046,2023-08-14,1,hwang,,Cancer
hugo bueno,0,0,7.0,13,1035046,2023-08-14,1,bueno,,Cancer
fábio silva,0,0,7.3,13,1035046,2023-08-14,1,silva,,Cancer
saša kalajdžić,0,0,6.6,12,1035046,2023-08-14,0,kalajdžić,,Cancer
daniel bentley,0,0,0.0,0,1035046,2023-08-14,0,bentley,,Cancer
toti gomes,0,0,0.0,0,1035046,2023-08-14,0,gomes,,Cancer
matt doherty,0,0,0.0,0,1035046,2023-08-14,0,doherty,,Cancer
boubacar traoré,0,0,0.0,0,1035046,2023-08-14,0,traoré,,Cancer
joe hodge,0,0,0.0,0,1035046,2023-08-14,0,hodge,,Cancer
matt turner,0,0,6.9,90,1035053,2023-08-18,0,turner,,Virgo
willy boly,0,0,6.9,69,1035053,2023-08-18,0,boly,,Virgo
joe worrall,0,0,7.5,90,1035053,2023-08-18,1,worrall,,Virgo
scott mckenna,0,0,6.9,90,1035053,2023-08-18,0,mckenna,,Virgo
serge aurier,0,2,8.3,90,1035053,2023-08-18,1,aurier,,Virgo
danilo,0,0,6.9,89,1035053,2023-08-18,0,danilo,,Virgo
orel mangala,0,0,6.6,69,1035053,2023-08-18,0,mangala,,Virgo
neco williams,0,0,6.5,90,1035053,2023-08-18,0,williams,,Virgo
brennan johnson,0,0,6.6,89,1035053,2023-08-18,0,johnson,,Virgo
taiwo awoniyi,1,0,7.5,84,1035053,2023-08-18,1,awoniyi,,Virgo
morgan gibbs-white,0,0,7.9,90,1035053,2023-08-18,1,gibbs-white,,Virgo
ryan yates,0,0,6.9,21,1035053,2023-08-18,0,yates,,Virgo
anthony elanga,0,0,6.3,21,1035053,2023-08-18,0,elanga,,Virgo
chris wood,1,0,7.2,16,1035053,2023-08-18,1,wood,,Virgo
moussa niakhaté,0,0,6.6,9,1035053,2023-08-18,0,niakhaté,,Virgo
cheikhou kouyaté,0,0,6.6,9,1035053,2023-08-18,0,kouyaté,,Virgo
ethan horvath,0,0,0.0,0,1035053,2023-08-18,0,horvath,,Virgo
harry toffolo,0,0,0.0,0,1035053,2023-08-18,0,toffolo,,Virgo
remo freuler,0,0,0.0,0,1035053,2023-08-18,0,freuler,,Virgo
ui-jo hwang,0,0,0.0,0,1035053,2023-08-18,0,hwang,,Virgo
wes foderingham,0,0,6.6,90,1035053,2023-08-18,0,foderingham,,Virgo
anel ahmedhodžić,0,0,6.9,90,1035053,2023-08-18,0,ahmedhodžić,,Virgo
john egan,0,0,6.6,90,1035053,2023-08-18,0,egan,,Virgo
jack robinson,0,0,7.0,90,1035053,2023-08-18,1,robinson,,Virgo
ben osborn,0,0,6.5,90,1035053,2023-08-18,0,osborn,,Virgo
oliver norwood,0,0,6.9,90,1035053,2023-08-18,0,norwood,,Virgo
vinícius souza,0,0,7.2,58,1035053,2023-08-18,1,souza,,Virgo
max lowe,0,0,6.5,45,1035053,2023-08-18,0,lowe,,Virgo
gustavo hamer,1,0,7.3,90,1035053,2023-08-18,1,hamer,,Virgo
benie traore,0,0,5.9,82,1035053,2023-08-18,0,traore,,Virgo
william osula,0,0,6.7,74,1035053,2023-08-18,0,osula,,Virgo
yasser larouci,0,0,6.5,45,1035053,2023-08-18,0,larouci,,Virgo
chris basham,0,0,6.9,32,1035053,2023-08-18,0,basham,,Virgo
andre brooks,0,0,6.7,16,1035053,2023-08-18,0,brooks,,Virgo
antwoine hackford,0,0,6.2,8,1035053,2023-08-18,0,hackford,,Virgo
adam davies,0,0,0.0,0,1035053,2023-08-18,0,davies,,Virgo
femi seriki,0,0,0.0,0,1035053,2023-08-18,0,seriki,,Virgo
auston trusty,0,0,0.0,0,1035053,2023-08-18,0,trusty,,Virgo
tom davies,0,0,0.0,0,1035053,2023-08-18,0,davies,,Virgo
louie marsh,0,0,0.0,0,1035053,2023-08-18,0,marsh,,Virgo
bernd leno,0,0,7.3,90,1035049,2023-08-19,1,leno,,Virgo
kenny tete,0,0,7.0,86,1035049,2023-08-19,1,tete,,Virgo
issa diop,0,0,6.2,90,1035049,2023-08-19,0,diop,,Virgo
tim ream,0,0,5.6,64,1035049,2023-08-19,0,ream,,Virgo
antonee robinson,0,0,6.2,90,1035049,2023-08-19,0,robinson,,Virgo
harrison reed,0,0,6.9,67,1035049,2023-08-19,0,reed,,Virgo
saša lukić,0,0,6.9,90,1035049,2023-08-19,0,lukić,,Virgo
andreas pereira,0,0,6.7,68,1035049,2023-08-19,0,pereira,,Virgo
harry wilson,0,0,7.0,90,1035049,2023-08-19,1,wilson,,Virgo
raúl jiménez,0,0,6.5,86,1035049,2023-08-19,0,jiménez,,Virgo
bobby decordova-reid,0,0,6.9,67,1035049,2023-08-19,0,decordova-reid,,Virgo
calvin bassey,0,0,6.3,23,1035049,2023-08-19,0,bassey,,Virgo
willian,0,0,6.7,22,1035049,2023-08-19,0,willian,,Virgo
joão palhinha,0,0,6.7,23,1035049,2023-08-19,0,palhinha,,Virgo
adama traoré,0,0,6.3,14,1035049,2023-08-19,0,traoré,,Virgo
rodrigo muniz,0,0,6.5,14,1035049,2023-08-19,0,muniz,,Virgo
marek rodák,0,0,0.0,0,1035049,2023-08-19,0,rodák,,Virgo
kevin mbabu,0,0,0.0,0,1035049,2023-08-19,0,mbabu,,Virgo
tom cairney,0,0,0.0,0,1035049,2023-08-19,0,cairney,,Virgo
carlos vinícius,0,0,0.0,0,1035049,2023-08-19,0,vinícius,,Virgo
mark flekken,0,0,7.2,90,1035049,2023-08-19,1,flekken,,Virgo
aaron hickey,0,0,6.9,78,1035049,2023-08-19,0,hickey,,Virgo
nathan collins,0,0,7.3,90,1035049,2023-08-19,1,collins,,Virgo
ethan pinnock,0,0,8.2,90,1035049,2023-08-19,1,pinnock,,Virgo
rico henry,0,0,7.2,90,1035049,2023-08-19,1,henry,,Virgo
vitaly janelt,0,0,6.9,90,1035049,2023-08-19,0,janelt,,Virgo
christian nørgaard,0,0,7.0,79,1035049,2023-08-19,1,nørgaard,,Virgo
mathias jensen,0,0,8.7,90,1035049,2023-08-19,1,jensen,,Virgo
bryan mbeumo,2,0,8.5,90,1035049,2023-08-19,1,mbeumo,,Virgo
yoane wissa,1,0,8.2,79,1035049,2023-08-19,1,wissa,,Virgo
kevin schade,0,0,6.5,71,1035049,2023-08-19,0,schade,,Virgo
keane lewis-potter,0,0,6.5,19,1035049,2023-08-19,0,lewis-potter,,Virgo
mads roerslev,0,0,6.7,12,1035049,2023-08-19,0,roerslev,,Virgo
mikkel damsgaard,0,0,6.2,11,1035049,2023-08-19,0,damsgaard,,Virgo
joshua dasilva,0,0,6.3,10,1035049,2023-08-19,0,dasilva,,Virgo
kristoffer ajer,0,1,7.2,11,1035049,2023-08-19,1,ajer,,Virgo
thomas strakosha,0,0,0.0,0,1035049,2023-08-19,0,strakosha,,Virgo
zanka,0,0,0.0,0,1035049,2023-08-19,0,zanka,,Virgo
frank onyeka,0,0,0.0,0,1035049,2023-08-19,0,onyeka,,Virgo
yehor yarmoliuk,0,0,0.0,0,1035049,2023-08-19,0,yarmoliuk,,Virgo
josé sá,0,0,6.9,90,1035056,2023-08-19,0,sá,,Virgo
nélson semedo,0,0,6.3,90,1035056,2023-08-19,0,semedo,,Virgo
craig dawson,0,0,6.5,71,1035056,2023-08-19,0,dawson,,Virgo
max kilman,0,0,6.3,90,1035056,2023-08-19,0,kilman,,Virgo
rayan aït nouri,0,0,6.2,86,1035056,2023-08-19,0,nouri,,Virgo
pedro neto,0,0,6.9,90,1035056,2023-08-19,0,neto,,Virgo
joão gomes,0,0,6.0,56,1035056,2023-08-19,0,gomes,,Virgo
mario lemina,0,0,6.3,90,1035056,2023-08-19,0,lemina,,Virgo
matheus nunes,0,0,6.9,90,1035056,2023-08-19,0,nunes,,Virgo
matheus cunha,0,0,7.3,90,1035056,2023-08-19,1,cunha,,Virgo
fábio silva,0,0,6.5,55,1035056,2023-08-19,0,silva,,Virgo
hee-chan hwang,1,0,7.2,35,1035056,2023-08-19,1,hwang,,Virgo
pablo sarabia,0,1,7.3,34,1035056,2023-08-19,1,sarabia,,Virgo
toti gomes,0,0,6.9,19,1035056,2023-08-19,0,gomes,,Virgo
hugo bueno,0,0,6.6,14,1035056,2023-08-19,0,bueno,,Virgo
daniel bentley,0,0,0.0,0,1035056,2023-08-19,0,bentley,,Virgo
matt doherty,0,0,0.0,0,1035056,2023-08-19,0,doherty,,Virgo
joe hodge,0,0,0.0,0,1035056,2023-08-19,0,hodge,,Virgo
boubacar traoré,0,0,0.0,0,1035056,2023-08-19,0,traoré,,Virgo
saša kalajdžić,0,0,0.0,0,1035056,2023-08-19,0,kalajdžić,,Virgo
jason steele,0,0,7.2,90,1035056,2023-08-19,1,steele,,Virgo
james milner,0,0,7.2,57,1035056,2023-08-19,1,milner,,Virgo
adam webster,0,0,6.9,90,1035056,2023-08-19,0,webster,,Virgo
lewis dunk,0,0,6.9,90,1035056,2023-08-19,0,dunk,,Virgo
pervis estupiñán,1,1,8.0,90,1035056,2023-08-19,1,estupiñán,,Virgo
pascal groß,0,0,6.7,81,1035056,2023-08-19,0,groß,,Virgo
billy gilmour,0,0,6.9,90,1035056,2023-08-19,0,gilmour,,Virgo
solly march,2,0,9.3,90,1035056,2023-08-19,1,march,,Virgo
julio enciso,0,2,8.2,67,1035056,2023-08-19,1,enciso,,Virgo
kaoru mitoma,1,1,8.6,81,1035056,2023-08-19,1,mitoma,,Virgo
danny welbeck,0,0,6.9,57,1035056,2023-08-19,0,welbeck,,Virgo
joël veltman,0,0,7.0,33,1035056,2023-08-19,1,veltman,,Virgo
joão pedro,0,0,6.9,33,1035056,2023-08-19,0,pedro,,Virgo
evan ferguson,0,0,6.6,23,1035056,2023-08-19,0,ferguson,,Virgo
mahmoud dahoud,0,0,6.7,9,1035056,2023-08-19,0,dahoud,,Virgo
adam lallana,0,0,6.7,9,1035056,2023-08-19,0,lallana,,Virgo
bart verbruggen,0,0,0.0,0,1035056,2023-08-19,0,verbruggen,,Virgo
jan paul van hecke,0,0,0.0,0,1035056,2023-08-19,0,hecke,,Virgo
igor júlio,0,0,0.0,0,1035056,2023-08-19,0,júlio,,Virgo
simon adingra,0,0,0.0,0,1035056,2023-08-19,0,adingra,,Virgo
alisson,0,0,7.3,90,1035050,2023-08-19,1,alisson,,Virgo
trent alexander-arnold,0,0,7.3,76,1035050,2023-08-19,1,alexander-arnold,,Virgo
ibrahima konaté,0,0,7.0,90,1035050,2023-08-19,1,konaté,,Virgo
virgil van dijk,0,0,7.6,90,1035050,2023-08-19,1,dijk,,Virgo
andrew robertson,0,0,7.5,90,1035050,2023-08-19,1,robertson,,Virgo
dominik szoboszlai,0,0,7.6,90,1035050,2023-08-19,1,szoboszlai,,Virgo
alexis mac allister,0,0,6.2,58,1035050,2023-08-19,0,allister,,Virgo
cody gakpo,0,0,7.2,63,1035050,2023-08-19,1,gakpo,,Virgo
mohamed salah,1,0,6.6,86,1035050,2023-08-19,1,salah,,Virgo
diogo jota,1,0,8.3,76,1035050,2023-08-19,1,jota,,Virgo
luis díaz,1,0,7.6,86,1035050,2023-08-19,1,díaz,,Virgo
wataru endo,0,0,6.7,27,1035050,2023-08-19,0,endo,,Virgo
joe gomez,0,0,6.7,14,1035050,2023-08-19,0,gomez,,Virgo
harvey elliott,0,0,6.5,14,1035050,2023-08-19,0,elliott,,Virgo
konstantinos tsimikas,0,0,6.7,11,1035050,2023-08-19,0,tsimikas,,Virgo
darwin núñez,0,0,6.7,11,1035050,2023-08-19,0,núñez,,Virgo
caoimhin kelleher,0,0,0.0,0,1035050,2023-08-19,0,kelleher,,Virgo
joël matip,0,0,0.0,0,1035050,2023-08-19,0,matip,,Virgo
stefan bajčetić,0,0,0.0,0,1035050,2023-08-19,0,bajčetić,,Virgo
ben doak,0,0,0.0,0,1035050,2023-08-19,0,doak,,Virgo
neto,0,0,8.2,90,1035050,2023-08-19,1,neto,,Virgo
max aarons,0,0,6.3,90,1035050,2023-08-19,0,aarons,,Virgo
illia zabarnyi,0,0,6.9,90,1035050,2023-08-19,0,zabarnyi,,Virgo
marcos senesi,0,0,6.7,84,1035050,2023-08-19,0,senesi,,Virgo
miloš kerkez,0,0,6.6,90,1035050,2023-08-19,0,kerkez,,Virgo
ryan christie,0,0,6.5,63,1035050,2023-08-19,0,christie,,Virgo
joe rothwell,0,0,6.0,76,1035050,2023-08-19,0,rothwell,,Virgo
antoine semenyo,1,0,7.5,76,1035050,2023-08-19,1,semenyo,,Virgo
philip billing,0,0,6.3,90,1035050,2023-08-19,0,billing,,Virgo
jaidon anthony,0,0,5.6,63,1035050,2023-08-19,0,anthony,,Virgo
dominic solanke,0,1,7.0,90,1035050,2023-08-19,1,solanke,,Virgo
kieffer moore,0,0,6.2,27,1035050,2023-08-19,0,moore,,Virgo
justin kluivert,0,0,6.7,27,1035050,2023-08-19,0,kluivert,,Virgo
lloyd kelly,0,0,6.3,14,1035050,2023-08-19,0,kelly,,Virgo
david brooks,0,0,7.3,14,1035050,2023-08-19,1,brooks,,Virgo
hamed junior traorè,0,0,7.5,13,1035050,2023-08-19,1,traorè,,Virgo
ionuț radu,0,0,0.0,0,1035050,2023-08-19,0,radu,,Virgo
james hill,0,0,0.0,0,1035050,2023-08-19,0,hill,,Virgo
chris mepham,0,0,0.0,0,1035050,2023-08-19,0,mepham,,Virgo
gavin kilkenny,0,0,0.0,0,1035050,2023-08-19,0,kilkenny,,Virgo
guglielmo vicario,0,0,8.2,90,1035054,2023-08-19,1,vicario,,Virgo
pedro porro,0,0,7.2,88,1035054,2023-08-19,1,porro,,Virgo
cristian romero,0,0,7.7,90,1035054,2023-08-19,1,romero,,Virgo
micky van de ven,0,0,7.0,90,1035054,2023-08-19,1,ven,,Virgo
destiny udogie,0,0,6.3,70,1035054,2023-08-19,0,udogie,,Virgo
pape matar sarr,1,0,8.3,76,1035054,2023-08-19,1,sarr,,Virgo
yves bissouma,0,0,7.7,90,1035054,2023-08-19,1,bissouma,,Virgo
dejan kulusevski,0,0,6.6,88,1035054,2023-08-19,0,kulusevski,,Virgo
james maddison,0,0,7.7,90,1035054,2023-08-19,1,maddison,,Virgo
heung-min son,0,0,7.9,90,1035054,2023-08-19,1,son,,Virgo
richarlison,0,0,6.5,70,1035054,2023-08-19,0,richarlison,,Virgo
ben davies,0,0,6.9,20,1035054,2023-08-19,0,davies,,Virgo
ivan perišić,0,0,6.9,20,1035054,2023-08-19,0,perišić,,Virgo
pierre-emile højbjerg,0,0,6.9,14,1035054,2023-08-19,0,højbjerg,,Virgo
emerson royal,0,0,6.5,12,1035054,2023-08-19,0,royal,,Virgo
manor solomon,0,0,6.6,12,1035054,2023-08-19,0,solomon,,Virgo
fraser forster,0,0,0.0,0,1035054,2023-08-19,0,forster,,Virgo
davinson sánchez,0,0,0.0,0,1035054,2023-08-19,0,sánchez,,Virgo
oliver skipp,0,0,0.0,0,1035054,2023-08-19,0,skipp,,Virgo
giovani lo celso,0,0,0.0,0,1035054,2023-08-19,0,celso,,Virgo
andré onana,0,0,7.2,90,1035054,2023-08-19,1,onana,,Virgo
aaron wan-bissaka,0,0,6.7,66,1035054,2023-08-19,0,wan-bissaka,,Virgo
raphaël varane,0,0,7.2,90,1035054,2023-08-19,1,varane,,Virgo
lisandro martínez,0,0,6.3,90,1035054,2023-08-19,0,martínez,,Virgo
luke shaw,0,0,7.6,90,1035054,2023-08-19,1,shaw,,Virgo
casemiro,0,0,6.9,90,1035054,2023-08-19,0,casemiro,,Virgo
mason mount,0,0,6.7,85,1035054,2023-08-19,0,mount,,Virgo
antony,0,0,7.3,66,1035054,2023-08-19,1,antony,,Virgo
bruno fernandes,0,0,7.9,90,1035054,2023-08-19,1,fernandes,,Virgo
alejandro garnacho,0,0,7.3,66,1035054,2023-08-19,1,garnacho,,Virgo
marcus rashford,0,0,6.0,85,1035054,2023-08-19,0,rashford,,Virgo
diogo dalot,0,0,6.9,24,1035054,2023-08-19,0,dalot,,Virgo
jadon sancho,0,0,6.7,24,1035054,2023-08-19,0,sancho,,Virgo
christian eriksen,0,0,6.9,24,1035054,2023-08-19,0,eriksen,,Virgo
facundo pellistri,0,0,6.6,15,1035054,2023-08-19,0,pellistri,,Virgo
anthony martial,0,0,6.7,15,1035054,2023-08-19,0,martial,,Virgo
radek vítek,0,0,0.0,0,1035054,2023-08-19,0,vítek,,Virgo
dean henderson,0,0,0.0,0,1035054,2023-08-19,0,henderson,,Virgo
victor lindelöf,0,0,0.0,0,1035054,2023-08-19,0,lindelöf,,Virgo
scott mctominay,0,0,0.0,0,1035054,2023-08-19,0,mctominay,,Virgo
ederson,0,0,7.2,90,1035052,2023-08-19,1,ederson,,Virgo
kyle walker,0,0,7.3,90,1035052,2023-08-19,1,walker,,Virgo
manuel akanji,0,0,7.5,90,1035052,2023-08-19,1,akanji,,Virgo
rúben dias,0,0,7.2,90,1035052,2023-08-19,1,dias,,Virgo
joško gvardiol,0,0,6.9,90,1035052,2023-08-19,0,gvardiol,,Virgo
rodri,0,0,7.6,90,1035052,2023-08-19,1,rodri,,Virgo
mateo kovačić,0,0,7.2,90,1035052,2023-08-19,1,kovačić,,Virgo
phil foden,0,1,8.9,90,1035052,2023-08-19,1,foden,,Virgo
julián álvarez,1,0,7.3,90,1035052,2023-08-19,1,álvarez,,Virgo
jack grealish,0,0,7.0,90,1035052,2023-08-19,1,grealish,,Virgo
erling haaland,0,0,7.0,90,1035052,2023-08-19,1,haaland,,Virgo
stefan ortega,0,0,0.0,0,1035052,2023-08-19,0,ortega,,Virgo
nathan aké,0,0,0.0,0,1035052,2023-08-19,0,aké,,Virgo
rico lewis,0,0,0.0,0,1035052,2023-08-19,0,lewis,,Virgo
kalvin phillips,0,0,0.0,0,1035052,2023-08-19,0,phillips,,Virgo
cole palmer,0,0,0.0,0,1035052,2023-08-19,0,palmer,,Virgo
james mcatee,0,0,0.0,0,1035052,2023-08-19,0,mcatee,,Virgo
sergio gómez,0,0,0.0,0,1035052,2023-08-19,0,gómez,,Virgo
oscar bobb,0,0,0.0,0,1035052,2023-08-19,0,bobb,,Virgo
máximo perrone,0,0,0.0,0,1035052,2023-08-19,0,perrone,,Virgo
nick pope,0,0,6.9,90,1035052,2023-08-19,0,pope,,Virgo
kieran trippier,0,0,7.5,90,1035052,2023-08-19,1,trippier,,Virgo
fabian schär,0,0,6.9,90,1035052,2023-08-19,0,schär,,Virgo
sven botman,0,0,6.7,90,1035052,2023-08-19,0,botman,,Virgo
dan burn,0,0,6.6,90,1035052,2023-08-19,0,burn,,Virgo
sandro tonali,0,0,6.5,67,1035052,2023-08-19,0,tonali,,Virgo
bruno guimarães,0,0,6.6,90,1035052,2023-08-19,0,guimarães,,Virgo
joelinton,0,0,6.9,57,1035052,2023-08-19,0,joelinton,,Virgo
miguel almirón,0,0,6.5,86,1035052,2023-08-19,0,almirón,,Virgo
alexander isak,0,0,6.7,66,1035052,2023-08-19,0,isak,,Virgo
anthony gordon,0,0,6.3,56,1035052,2023-08-19,0,gordon,,Virgo
harvey barnes,0,0,6.6,34,1035052,2023-08-19,0,barnes,,Virgo
sean longstaff,0,0,6.7,33,1035052,2023-08-19,0,longstaff,,Virgo
callum wilson,0,0,6.3,24,1035052,2023-08-19,0,wilson,,Virgo
elliot anderson,0,0,6.9,23,1035052,2023-08-19,0,anderson,,Virgo
valentino livramento,0,0,6.3,10,1035052,2023-08-19,0,livramento,,Virgo
martin dúbravka,0,0,0.0,0,1035052,2023-08-19,0,dúbravka,,Virgo
jamaal lascelles,0,0,0.0,0,1035052,2023-08-19,0,lascelles,,Virgo
matt targett,0,0,0.0,0,1035052,2023-08-19,0,targett,,Virgo
matt ritchie,0,0,0.0,0,1035052,2023-08-19,0,ritchie,,Virgo
emiliano martínez,0,0,7.6,90,1035047,2023-08-20,1,martínez,,Libra
matty cash,0,0,7.2,90,1035047,2023-08-20,1,cash,,Libra
ezri konsa,0,0,7.0,90,1035047,2023-08-20,1,konsa,,Libra
pau torres,0,0,6.9,90,1035047,2023-08-20,0,torres,,Libra
lucas digne,0,0,7.2,90,1035047,2023-08-20,1,digne,,Libra
boubacar kamara,0,0,6.7,90,1035047,2023-08-20,0,kamara,,Libra
douglas luiz,1,0,7.7,64,1035047,2023-08-20,1,luiz,,Libra
leon bailey,1,1,8.7,63,1035047,2023-08-20,1,bailey,,Libra
moussa diaby,0,0,7.5,64,1035047,2023-08-20,1,diaby,,Libra
john mcginn,1,0,7.3,90,1035047,2023-08-20,1,mcginn,,Libra
ollie watkins,0,0,6.9,74,1035047,2023-08-20,0,watkins,,Libra
youri tielemans,0,0,6.6,27,1035047,2023-08-20,0,tielemans,,Libra
diego carlos,0,0,6.9,26,1035047,2023-08-20,0,carlos,,Libra
philippe coutinho,0,0,6.9,21,1035047,2023-08-20,0,coutinho,,Libra
jhon durán,1,0,7.6,16,1035047,2023-08-20,1,durán,,Libra
cameron archer,0,0,6.3,15,1035047,2023-08-20,0,archer,,Libra
filip marschall,0,0,0.0,0,1035047,2023-08-20,0,marschall,,Libra
robin olsen,0,0,0.0,0,1035047,2023-08-20,0,olsen,,Libra
calum chambers,0,0,0.0,0,1035047,2023-08-20,0,chambers,,Libra
bertrand traoré,0,0,0.0,0,1035047,2023-08-20,0,traoré,,Libra
jordan pickford,0,0,6.2,90,1035047,2023-08-20,0,pickford,,Libra
nathan patterson,0,0,6.3,90,1035047,2023-08-20,0,patterson,,Libra
michael keane,0,0,5.7,90,1035047,2023-08-20,0,keane,,Libra
james tarkowski,0,0,6.7,90,1035047,2023-08-20,0,tarkowski,,Libra
ashley young,0,0,5.9,90,1035047,2023-08-20,0,young,,Libra
idrissa gueye,0,0,6.3,45,1035047,2023-08-20,0,gueye,,Libra
james garner,0,0,7.0,90,1035047,2023-08-20,1,garner,,Libra
abdoulaye doucouré,0,0,6.5,89,1035047,2023-08-20,0,doucouré,,Libra
amadou onana,0,0,6.3,90,1035047,2023-08-20,0,onana,,Libra
alex iwobi,0,0,6.2,50,1035047,2023-08-20,0,iwobi,,Libra
dominic calvert-lewin,0,0,6.3,38,1035047,2023-08-20,0,calvert-lewin,,Libra
arnaut danjuma,0,0,6.9,52,1035047,2023-08-20,0,danjuma,,Libra
lewis dobbin,0,0,6.7,45,1035047,2023-08-20,0,dobbin,,Libra
neal maupay,0,0,6.7,40,1035047,2023-08-20,0,maupay,,Libra
tyler onyango,0,0,0.0,1,1035047,2023-08-20,0,onyango,,Libra
joão virgínia,0,0,0.0,0,1035047,2023-08-20,0,virgínia,,Libra
jarrad branthwaite,0,0,0.0,0,1035047,2023-08-20,0,branthwaite,,Libra
ben godfrey,0,0,0.0,0,1035047,2023-08-20,0,godfrey,,Libra
vitaliy mykolenko,0,0,0.0,0,1035047,2023-08-20,0,mykolenko,,Libra
thomas cannon,0,0,0.0,0,1035047,2023-08-20,0,cannon,,Libra
alphonse aréola,0,0,7.9,90,1035055,2023-08-20,1,aréola,,Libra
vladimír coufal,0,0,6.3,90,1035055,2023-08-20,0,coufal,,Libra
kurt zouma,0,0,6.3,90,1035055,2023-08-20,0,zouma,,Libra
nayef aguerd,1,0,6.7,67,1035055,2023-08-20,1,aguerd,,Libra
emerson palmieri,0,0,7.6,90,1035055,2023-08-20,1,palmieri,,Libra
tomáš souček,0,0,7.3,90,1035055,2023-08-20,1,souček,,Libra
james ward-prowse,0,2,7.7,81,1035055,2023-08-20,1,ward-prowse,,Libra
jarrod bowen,0,0,6.9,90,1035055,2023-08-20,0,bowen,,Libra
lucas paquetá,1,0,6.6,90,1035055,2023-08-20,1,paquetá,,Libra
saïd benrahma,0,0,6.3,69,1035055,2023-08-20,0,benrahma,,Libra
michail antonio,1,0,7.2,76,1035055,2023-08-20,1,antonio,,Libra
angelo ogbonna,0,0,6.3,21,1035055,2023-08-20,0,ogbonna,,Libra
pablo fornals,0,0,7.0,14,1035055,2023-08-20,1,fornals,,Libra
edson álvarez,0,0,6.6,9,1035055,2023-08-20,0,álvarez,,Libra
łukasz fabiański,0,0,0.0,0,1035055,2023-08-20,0,fabiański,,Libra
