player,goals,assists,rating,minutes,match_id,date,performed,,,,,,,,
kristoffer ajer,0,0,6.7,67,1208184,21-12-2024,0,,,,,,,,
nathan collins,0,0,7,90,1208184,21-12-2024,1,,,,,,,,
ben mee,0,0,6.7,90,1208184,21-12-2024,0,,,,,,,,
keane lewis-potter,0,0,5.9,90,1208184,21-12-2024,0,,,,,,,,
vitaly janelt,0,0,6.3,67,1208184,21-12-2024,0,,,,,,,,
christian nørgaard,0,0,7.9,90,1208184,21-12-2024,1,,,,,,,,
mikkel damsgaard,0,0,7.2,90,1208184,21-12-2024,1,,,,,,,,
bryan mbeumo,0,0,8.3,90,1208184,21-12-2024,1,,,,,,,,
yoane wissa,0,0,6.7,90,1208184,21-12-2024,0,,,,,,,,
kevin schade,0,0,6.3,81,1208184,21-12-2024,0,,,,,,,,
mads roerslev,0,0,6.9,22,1208184,21-12-2024,0,,,,,,,,
edmond-paris maghoma,0,0,6.6,23,1208184,21-12-2024,0,,,,,,,,
fabio carvalho,0,0,6.5,9,1208184,21-12-2024,0,,,,,,,,
yunus konak,0,0,0,1,1208184,21-12-2024,0,,,,,,,,
hákon rafn valdimarsson,0,0,0,0,1208184,21-12-2024,0,,,,,,,,
jayden meghoma,0,0,0,0,1208184,21-12-2024,0,,,,,,,,
kim ji-soo,0,0,0,0,1208184,21-12-2024,0,,,,,,,,
yehor yarmoliuk,0,0,0,0,1208184,21-12-2024,0,,,,,,,,
tony yogane,0,0,0,0,1208184,21-12-2024,0,,,,,,,,
matz sels,0,0,7.7,90,1208184,21-12-2024,1,,,,,,,,
nikola milenković,0,0,7.2,90,1208184,21-12-2024,1,,,,,,,,
murillo,0,0,7.3,90,1208184,21-12-2024,1,,,,,,,,
morato,0,0,6.6,90,1208184,21-12-2024,0,,,,,,,,
ola aina,1,0,7.3,90,1208184,21-12-2024,1,,,,,,,,
morgan gibbs-white,0,0,7.7,75,1208184,21-12-2024,1,,,,,,,,
elliot anderson,0,0,6.9,64,1208184,21-12-2024,0,,,,,,,,
neco williams,0,1,7.3,89,1208184,21-12-2024,1,,,,,,,,
anthony elanga,1,0,7.5,64,1208184,21-12-2024,1,,,,,,,,
callum hudson-odoi,0,0,6.9,90,1208184,21-12-2024,0,,,,,,,,
chris wood,0,0,6.7,89,1208184,21-12-2024,0,,,,,,,,
nicolás domínguez,0,0,6.5,26,1208184,21-12-2024,0,,,,,,,,
ryan yates,0,0,6.9,26,1208184,21-12-2024,0,,,,,,,,
jota silva,0,0,6.3,15,1208184,21-12-2024,0,,,,,,,,
harry toffolo,0,0,0,1,1208184,21-12-2024,0,,,,,,,,
taiwo awoniyi,0,0,0,1,1208184,21-12-2024,0,,,,,,,,
carlos miguel,0,0,0,0,1208184,21-12-2024,0,,,,,,,,
álex moreno,0,0,0,0,1208184,21-12-2024,0,,,,,,,,
willy boly,0,0,0,0,1208184,21-12-2024,0,,,,,,,,
james ward-prowse,0,0,0,0,1208184,21-12-2024,0,,,,,,,,
arijanet murić,0,0,5.9,90,1208188,21-12-2024,0,,,,,,,,
harry clarke,0,0,5.6,90,1208188,21-12-2024,0,,,,,,,,
dara o'shea,0,0,6.7,90,1208188,21-12-2024,0,,,,,,,,
cameron burgess,0,0,6.2,90,1208188,21-12-2024,0,,,,,,,,
leif davis,0,0,6.5,90,1208188,21-12-2024,0,,,,,,,,
sam morsy,0,0,6.9,90,1208188,21-12-2024,0,,,,,,,,
jens cajuste,0,0,6,62,1208188,21-12-2024,0,,,,,,,,
wes burns,0,0,6.2,78,1208188,21-12-2024,0,,,,,,,,
omari hutchinson,0,0,6,45,1208188,21-12-2024,0,,,,,,,,
sammie szmodics,0,0,6.2,78,1208188,21-12-2024,0,,,,,,,,
conor chaplin,0,0,6.7,62,1208188,21-12-2024,0,,,,,,,,
ali al-hamadi,0,0,6.6,45,1208188,21-12-2024,0,,,,,,,,
kalvin phillips,0,0,6.9,28,1208188,21-12-2024,0,,,,,,,,
jack taylor,0,0,6.7,28,1208188,21-12-2024,0,,,,,,,,
ben johnson,0,0,6.3,12,1208188,21-12-2024,0,,,,,,,,
nathan broadhead,0,0,6.7,12,1208188,21-12-2024,0,,,,,,,,
christian walton,0,0,0,0,1208188,21-12-2024,0,,,,,,,,
jacob greaves,0,0,0,0,1208188,21-12-2024,0,,,,,,,,
conor townsend,0,0,0,0,1208188,21-12-2024,0,,,,,,,,
jack clarke,0,0,0,0,1208188,21-12-2024,0,,,,,,,,
martin dúbravka,0,0,7,90,1208188,21-12-2024,1,,,,,,,,
valentino livramento,0,0,6.9,64,1208188,21-12-2024,0,,,,,,,,
fabian schär,0,0,7.3,90,1208188,21-12-2024,1,,,,,,,,
dan burn,0,0,7.3,90,1208188,21-12-2024,1,,,,,,,,
lewis hall,0,0,7.5,90,1208188,21-12-2024,1,,,,,,,,
sandro tonali,0,0,7,90,1208188,21-12-2024,1,,,,,,,,
bruno guimarães,0,1,8.5,80,1208188,21-12-2024,1,,,,,,,,
joe willock,0,0,6.2,64,1208188,21-12-2024,0,,,,,,,,
jacob murphy,1,1,8.9,64,1208188,21-12-2024,1,,,,,,,,
alexander isak,3,0,9.7,73,1208188,21-12-2024,1,,,,,,,,
anthony gordon,0,1,7.2,90,1208188,21-12-2024,1,,,,,,,,
kieran trippier,0,0,6.9,26,1208188,21-12-2024,0,,,,,,,,
harvey barnes,0,0,6.9,26,1208188,21-12-2024,0,,,,,,,,
sean longstaff,0,0,6.6,26,1208188,21-12-2024,0,,,,,,,,
miguel almirón,0,0,6.7,17,1208188,21-12-2024,0,,,,,,,,
lewis miley,0,0,6.7,10,1208188,21-12-2024,0,,,,,,,,
odysseas vlachodimos,0,0,0,0,1208188,21-12-2024,0,,,,,,,,
matt targett,0,0,0,0,1208188,21-12-2024,0,,,,,,,,
lloyd kelly,0,0,0,0,1208188,21-12-2024,0,,,,,,,,
william osula,0,0,0,0,1208188,21-12-2024,0,,,,,,,,
dean henderson,0,0,5.3,90,1208185,21-12-2024,0,,,,,,,,
chris richards,0,0,6.3,90,1208185,21-12-2024,0,,,,,,,,
maxence lacroix,0,0,6.6,90,1208185,21-12-2024,0,,,,,,,,
marc guéhi,0,0,6.9,90,1208185,21-12-2024,0,,,,,,,,
nathaniel clyne,0,0,6.3,80,1208185,21-12-2024,0,,,,,,,,
will hughes,0,0,6.7,69,1208185,21-12-2024,0,,,,,,,,
jefferson lerma,0,0,6.3,68,1208185,21-12-2024,0,,,,,,,,
tyrick mitchell,0,1,6.9,90,1208185,21-12-2024,1,,,,,,,,
ismaïla sarr,1,0,7.3,90,1208185,21-12-2024,1,,,,,,,,
daichi kamada,0,0,6.3,61,1208185,21-12-2024,0,,,,,,,,
jean-philippe mateta,0,0,7,81,1208185,21-12-2024,1,,,,,,,,
edward nketiah,0,0,6.3,29,1208185,21-12-2024,0,,,,,,,,
cheick doucouré,0,0,6.2,22,1208185,21-12-2024,0,,,,,,,,
justin devenny,0,0,6.7,21,1208185,21-12-2024,0,,,,,,,,
caleb kporha,0,0,6.5,10,1208185,21-12-2024,0,,,,,,,,
jeffrey schlupp,0,0,6.5,9,1208185,21-12-2024,0,,,,,,,,
matt turner,0,0,0,0,1208185,21-12-2024,0,,,,,,,,
joel ward,0,0,0,0,1208185,21-12-2024,0,,,,,,,,
trevoh chalobah,0,0,0,0,1208185,21-12-2024,0,,,,,,,,
asher agbinone,0,0,0,0,1208185,21-12-2024,0,,,,,,,,
david raya,0,0,7.3,90,1208185,21-12-2024,1,,,,,,,,
jurriën timber,0,0,6.6,86,1208185,21-12-2024,0,,,,,,,,
william saliba,0,0,6.5,90,1208185,21-12-2024,0,,,,,,,,
gabriel magalhães,0,1,7,90,1208185,21-12-2024,1,,,,,,,,
myles lewis-skelly,0,0,6.6,58,1208185,21-12-2024,0,,,,,,,,
martin ødegaard,0,0,6.9,90,1208185,21-12-2024,0,,,,,,,,
thomas partey,0,1,7.2,90,1208185,21-12-2024,1,,,,,,,,
kai havertz,1,0,7.7,58,1208185,21-12-2024,1,,,,,,,,
bukayo saka,0,0,6.3,24,1208185,21-12-2024,0,,,,,,,,
gabriel jesus,2,0,8.3,86,1208185,21-12-2024,1,,,,,,,,
gabriel martinelli,1,0,7.3,90,1208185,21-12-2024,1,,,,,,,,
leandro trossard,0,0,6.9,66,1208185,21-12-2024,0,,,,,,,,
riccardo calafiori,0,1,7.5,32,1208185,21-12-2024,1,,,,,,,,
declan rice,1,1,8.5,32,1208185,21-12-2024,1,,,,,,,,
mikel merino,0,0,6.5,10,1208185,21-12-2024,0,,,,,,,,
ethan nwaneri,0,0,6.6,10,1208185,21-12-2024,0,,,,,,,,
neto,0,0,0,0,1208185,21-12-2024,0,,,,,,,,
kieran tierney,0,0,0,0,1208185,21-12-2024,0,,,,,,,,
jakub kiwior,0,0,0,0,1208185,21-12-2024,0,,,,,,,,
jorginho,0,0,0,0,1208185,21-12-2024,0,,,,,,,,
andré onana,0,0,6.6,90,1208190,22-12-2024,0,,,,,,,,
noussair mazraoui,0,0,6.2,90,1208190,22-12-2024,0,,,,,,,,
harry maguire,0,0,6.3,90,1208190,22-12-2024,0,,,,,,,,
lisandro martínez,0,0,7.3,90,1208190,22-12-2024,1,,,,,,,,
diogo dalot,0,0,6.7,90,1208190,22-12-2024,0,,,,,,,,
manuel ugarte,0,0,7,55,1208190,22-12-2024,1,,,,,,,,
kobbie mainoo,0,0,7,90,1208190,22-12-2024,1,,,,,,,,
tyrell malacia,0,0,6.5,45,1208190,22-12-2024,0,,,,,,,,
amad diallo,0,0,7.2,90,1208190,22-12-2024,1,,,,,,,,
bruno fernandes,0,0,7.7,90,1208190,22-12-2024,1,,,,,,,,
joshua zirkzee,0,0,6.6,54,1208190,22-12-2024,0,,,,,,,,
leny yoro,0,0,6.2,45,1208190,22-12-2024,0,,,,,,,,
rasmus højlund,0,0,6.9,36,1208190,22-12-2024,0,,,,,,,,
alejandro garnacho,0,0,7,35,1208190,22-12-2024,1,,,,,,,,
altay bayındır,0,0,0,0,1208190,22-12-2024,0,,,,,,,,
jonny evans,0,0,0,0,1208190,22-12-2024,0,,,,,,,,
casemiro,0,0,0,0,1208190,22-12-2024,0,,,,,,,,
toby collyer,0,0,0,0,1208190,22-12-2024,0,,,,,,,,
christian eriksen,0,0,0,0,1208190,22-12-2024,0,,,,,,,,
antony,0,0,0,0,1208190,22-12-2024,0,,,,,,,,
kepa arrizabalaga,0,0,8.7,90,1208190,22-12-2024,1,,,,,,,,
adam smith,0,0,6.5,45,1208190,22-12-2024,0,,,,,,,,
illia zabarnyi,0,0,7.6,90,1208190,22-12-2024,1,,,,,,,,
dean huijsen,1,0,8.5,90,1208190,22-12-2024,1,,,,,,,,
miloš kerkez,0,0,7.3,90,1208190,22-12-2024,1,,,,,,,,
tyler adams,0,0,7,89,1208190,22-12-2024,1,,,,,,,,
ryan christie,0,1,7.9,90,1208190,22-12-2024,1,,,,,,,,
antoine semenyo,1,0,7.7,89,1208190,22-12-2024,1,,,,,,,,
justin kluivert,1,0,7.3,78,1208190,22-12-2024,1,,,,,,,,
dango ouattara,0,1,7.3,90,1208190,22-12-2024,1,,,,,,,,
evanilson,0,0,7.2,71,1208190,22-12-2024,1,,,,,,,,
lewis cook,0,0,6.5,45,1208190,22-12-2024,0,,,,,,,,
enes ünal,0,0,6.5,19,1208190,22-12-2024,0,,,,,,,,
philip billing,0,0,6.9,12,1208190,22-12-2024,0,,,,,,,,
james hill,0,0,0,1,1208190,22-12-2024,0,,,,,,,,
david brooks,0,0,0,1,1208190,22-12-2024,0,,,,,,,,
mark travers,0,0,0,0,1208190,22-12-2024,0,,,,,,,,
max aarons,0,0,0,0,1208190,22-12-2024,0,,,,,,,,
maxwell kinsey-wellings,0,0,0,0,1208190,22-12-2024,0,,,,,,,,
ben winterburn,0,0,0,0,1208190,22-12-2024,0,,,,,,,,
bernd leno,0,0,7.2,90,1208187,22-12-2024,1,,,,,,,,
timothy castagne,0,0,7.2,90,1208187,22-12-2024,1,,,,,,,,
issa diop,0,0,6.9,90,1208187,22-12-2024,0,,,,,,,,
calvin bassey,0,0,7.2,90,1208187,22-12-2024,1,,,,,,,,
antonee robinson,0,0,7.7,90,1208187,22-12-2024,1,,,,,,,,
sander berge,0,0,7.2,75,1208187,22-12-2024,1,,,,,,,,
tom cairney,0,0,6.9,76,1208187,22-12-2024,0,,,,,,,,
harry wilson,0,0,6.6,87,1208187,22-12-2024,0,,,,,,,,
joshua king,0,0,7.2,62,1208187,22-12-2024,1,,,,,,,,
