player,goals,assists,rating,minutes,match_id,date,performed,surname,
james trafford,0,0,7.5,90,1035037,11-08-2023,1,trafford,
connor roberts,0,0,6.5,90,1035037,11-08-2023,0,roberts,
ameen al-dakhil,0,0,6.3,90,1035037,11-08-2023,0,al-dakhil,
dara o'shea,0,0,6.5,90,1035037,11-08-2023,0,o'shea,
jordan beyer,0,0,6.9,74,1035037,11-08-2023,0,beyer,
vitinho,0,0,6.2,90,1035037,11-08-2023,0,vitinho,
luca koleosho,0,0,6.5,61,1035037,11-08-2023,0,koleosho,
sander berge,0,0,6.5,89,1035037,11-08-2023,0,berge,
josh cullen,0,0,6.3,90,1035037,11-08-2023,0,cullen,
lyle foster,0,0,6.5,89,1035037,11-08-2023,0,foster,
zeki amdouni,0,0,6.9,61,1035037,11-08-2023,0,amdouni,
anass zaroury,0,0,6.3,33,1035037,11-08-2023,0,zaroury,
jacob bruun larsen,0,0,6.6,29,1035037,11-08-2023,0,larsen,
manuel benson,0,0,5.9,16,1035037,11-08-2023,0,benson,
josh brownhill,0,0,6.3,8,1035037,11-08-2023,0,brownhill,
nathan redmond,0,0,6.3,8,1035037,11-08-2023,0,redmond,
arijanet murić,0,0,0,0,1035037,11-08-2023,0,murić,
hjalmar ekdal,0,0,0,0,1035037,11-08-2023,0,ekdal,
jack cork,0,0,0,0,1035037,11-08-2023,0,cork,
jóhann guðmundsson,0,0,0,0,1035037,11-08-2023,0,guðmundsson,
ederson,0,0,7.5,90,1035037,11-08-2023,1,ederson,
kyle walker,0,0,6.9,89,1035037,11-08-2023,0,walker,
manuel akanji,0,0,7.2,90,1035037,11-08-2023,1,akanji,
nathan aké,0,0,7.5,79,1035037,11-08-2023,1,aké,
rico lewis,0,0,6.7,79,1035037,11-08-2023,0,lewis,
kevin de bruyne,0,0,6.9,23,1035037,11-08-2023,0,bruyne,
rodri,1,1,9.3,90,1035037,11-08-2023,1,rodri,
bernardo silva,0,0,6.6,90,1035037,11-08-2023,0,silva,
julián álvarez,0,1,8.2,90,1035037,11-08-2023,1,álvarez,
phil foden,0,0,6.9,90,1035037,11-08-2023,0,foden,
erling haaland,2,0,8.6,80,1035037,11-08-2023,1,haaland,
mateo kovačić,0,0,7.7,67,1035037,11-08-2023,1,kovačić,
joško gvardiol,0,0,7,11,1035037,11-08-2023,1,gvardiol,
aymeric laporte,0,0,7,11,1035037,11-08-2023,1,laporte,
cole palmer,0,0,6.3,10,1035037,11-08-2023,0,palmer,
james mcatee,0,0,0,1,1035037,11-08-2023,0,mcatee,
stefan ortega,0,0,0,0,1035037,11-08-2023,0,ortega,
kalvin phillips,0,0,0,0,1035037,11-08-2023,0,phillips,
sergio gómez,0,0,0,0,1035037,11-08-2023,0,gómez,
jack grealish,0,0,0,0,1035037,11-08-2023,0,grealish,
aaron ramsdale,0,0,6.7,90,1035038,12-08-2023,0,ramsdale,
thomas partey,0,0,7.3,90,1035038,12-08-2023,1,partey,
benjamin white,0,0,6.6,90,1035038,12-08-2023,0,white,
william saliba,0,1,7.3,90,1035038,12-08-2023,1,saliba,
jurriën timber,0,0,6.6,50,1035038,12-08-2023,0,timber,
martin ødegaard,0,0,7.2,90,1035038,12-08-2023,1,ødegaard,
declan rice,0,0,7.3,90,1035038,12-08-2023,1,rice,
kai havertz,0,0,7.3,90,1035038,12-08-2023,1,havertz,
bukayo saka,1,0,8.3,90,1035038,12-08-2023,1,saka,
edward nketiah,1,0,7.3,73,1035038,12-08-2023,1,nketiah,
gabriel martinelli,0,1,7.2,86,1035038,12-08-2023,1,martinelli,
takehiro tomiyasu,0,0,6.9,40,1035038,12-08-2023,0,tomiyasu,
leandro trossard,0,0,6.9,17,1035038,12-08-2023,0,trossard,
gabriel magalhães,0,0,6.3,13,1035038,12-08-2023,0,magalhães,
karl hein,0,0,0,0,1035038,12-08-2023,0,hein,
jakub kiwior,0,0,0,0,1035038,12-08-2023,0,kiwior,
emile smith rowe,0,0,0,0,1035038,12-08-2023,0,rowe,
fábio vieira,0,0,0,0,1035038,12-08-2023,0,vieira,
jorginho,0,0,0,0,1035038,12-08-2023,0,jorginho,
reiss nelson,0,0,0,0,1035038,12-08-2023,0,nelson,
matt turner,0,0,7.3,90,1035038,12-08-2023,1,turner,
willy boly,0,0,7,90,1035038,12-08-2023,1,boly,
joe worrall,0,0,6.6,89,1035038,12-08-2023,0,worrall,
scott mckenna,0,0,6.3,90,1035038,12-08-2023,0,mckenna,
serge aurier,0,0,6.7,90,1035038,12-08-2023,0,aurier,
ryan yates,0,0,6.3,90,1035038,12-08-2023,0,yates,
orel mangala,0,0,6.3,89,1035038,12-08-2023,0,mangala,
ola aina,0,0,6.9,72,1035038,12-08-2023,0,aina,
danilo,0,0,6.9,71,1035038,12-08-2023,0,danilo,
brennan johnson,0,0,6.3,80,1035038,12-08-2023,0,johnson,
morgan gibbs-white,0,0,6.9,90,1035038,12-08-2023,0,gibbs-white,
taiwo awoniyi,1,0,7.3,19,1035038,12-08-2023,1,awoniyi,
neco williams,0,0,6.6,18,1035038,12-08-2023,0,williams,
anthony elanga,0,1,7.5,10,1035038,12-08-2023,1,elanga,
cheikhou kouyaté,0,0,6.6,9,1035038,12-08-2023,0,kouyaté,
chris wood,0,0,6.3,9,1035038,12-08-2023,0,wood,
ethan horvath,0,0,0,0,1035038,12-08-2023,0,horvath,
moussa niakhaté,0,0,0,0,1035038,12-08-2023,0,niakhaté,
lewis o'brien,0,0,0,0,1035038,12-08-2023,0,o'brien,
remo freuler,0,0,0,0,1035038,12-08-2023,0,freuler,
neto,0,0,6.5,90,1035039,12-08-2023,0,neto,
max aarons,0,0,6.9,75,1035039,12-08-2023,0,aarons,
illia zabarnyi,0,0,6.3,90,1035039,12-08-2023,0,zabarnyi,
marcos senesi,0,0,6.6,60,1035039,12-08-2023,0,senesi,
miloš kerkez,0,0,6.9,90,1035039,12-08-2023,0,kerkez,
philip billing,0,0,7.7,90,1035039,12-08-2023,1,billing,
joe rothwell,0,0,7.2,90,1035039,12-08-2023,1,rothwell,
david brooks,0,0,6.6,75,1035039,12-08-2023,0,brooks,
ryan christie,0,0,7.2,67,1035039,12-08-2023,1,christie,
jaidon anthony,0,0,6.5,60,1035039,12-08-2023,0,anthony,
dominic solanke,1,0,7.5,90,1035039,12-08-2023,1,solanke,
chris mepham,0,0,6.7,30,1035039,12-08-2023,0,mepham,
justin kluivert,0,0,6.3,30,1035039,12-08-2023,0,kluivert,
kieffer moore,0,0,6.7,23,1035039,12-08-2023,0,moore,
james hill,0,0,6.7,15,1035039,12-08-2023,0,hill,
antoine semenyo,0,0,6.9,15,1035039,12-08-2023,0,semenyo,
ionuț radu,0,0,0,0,1035039,12-08-2023,0,radu,
ben greenwood,0,0,0,0,1035039,12-08-2023,0,greenwood,
gavin kilkenny,0,0,0,0,1035039,12-08-2023,0,kilkenny,
hamed junior traorè,0,0,0,0,1035039,12-08-2023,0,traorè,
alphonse aréola,0,0,7.2,90,1035039,12-08-2023,1,aréola,
vladimír coufal,0,0,6.6,90,1035039,12-08-2023,0,coufal,
kurt zouma,0,0,6.9,90,1035039,12-08-2023,0,zouma,
nayef aguerd,0,0,6.9,90,1035039,12-08-2023,0,aguerd,
emerson palmieri,0,0,7.2,90,1035039,12-08-2023,1,palmieri,
tomáš souček,0,1,7.5,90,1035039,12-08-2023,1,souček,
lucas paquetá,0,0,8,89,1035039,12-08-2023,1,paquetá,
jarrod bowen,1,0,8,90,1035039,12-08-2023,1,bowen,
pablo fornals,0,0,7,86,1035039,12-08-2023,1,fornals,
saïd benrahma,0,0,7.2,90,1035039,12-08-2023,1,benrahma,
michail antonio,0,0,6.6,78,1035039,12-08-2023,0,antonio,
danny ings,0,0,6.7,12,1035039,12-08-2023,0,ings,
thilo kehrer,0,0,6.7,11,1035039,12-08-2023,0,kehrer,
maxwel cornet,0,0,0,1,1035039,12-08-2023,0,cornet,
łukasz fabiański,0,0,0,0,1035039,12-08-2023,0,fabiański,
joseph anang,0,0,0,0,1035039,12-08-2023,0,anang,
ben johnson,0,0,0,0,1035039,12-08-2023,0,johnson,
angelo ogbonna,0,0,0,0,1035039,12-08-2023,0,ogbonna,
conor coventry,0,0,0,0,1035039,12-08-2023,0,coventry,
divin mubama,0,0,0,0,1035039,12-08-2023,0,mubama,
jordan pickford,0,0,6.6,90,1035041,12-08-2023,0,pickford,
nathan patterson,0,0,6.3,90,1035041,12-08-2023,0,patterson,
michael keane,0,0,7.2,90,1035041,12-08-2023,1,keane,
james tarkowski,0,0,6.9,90,1035041,12-08-2023,0,tarkowski,
ashley young,0,0,6.7,90,1035041,12-08-2023,0,young,
james garner,0,0,7.2,83,1035041,12-08-2023,1,garner,
idrissa gueye,0,0,7.2,90,1035041,12-08-2023,1,gueye,
amadou onana,0,0,7.6,90,1035041,12-08-2023,1,onana,
alex iwobi,0,0,7.7,90,1035041,12-08-2023,1,iwobi,
abdoulaye doucouré,0,0,6.9,90,1035041,12-08-2023,0,doucouré,
neal maupay,0,0,6.3,72,1035041,12-08-2023,0,maupay,
arnaut danjuma,0,0,6.7,18,1035041,12-08-2023,0,danjuma,
lewis dobbin,0,0,6.7,14,1035041,12-08-2023,0,dobbin,
joão virgínia,0,0,0,0,1035041,12-08-2023,0,virgínia,
ben godfrey,0,0,0,0,1035041,12-08-2023,0,godfrey,
vitaliy mykolenko,0,0,0,0,1035041,12-08-2023,0,mykolenko,
jarrad branthwaite,0,0,0,0,1035041,12-08-2023,0,branthwaite,
tyler onyango,0,0,0,0,1035041,12-08-2023,0,onyango,
andré gomes,0,0,0,0,1035041,12-08-2023,0,gomes,
thomas cannon,0,0,0,0,1035041,12-08-2023,0,cannon,
bernd leno,0,0,9.3,90,1035041,12-08-2023,1,leno,
kenny tete,0,0,7.3,90,1035041,12-08-2023,1,tete,
issa diop,0,0,7.5,90,1035041,12-08-2023,1,diop,
tim ream,0,0,7.2,90,1035041,12-08-2023,1,ream,
antonee robinson,0,0,7.2,90,1035041,12-08-2023,1,robinson,
harrison reed,0,0,7,90,1035041,12-08-2023,1,reed,
saša lukić,0,0,7.2,90,1035041,12-08-2023,1,lukić,
tom cairney,0,0,6.7,58,1035041,12-08-2023,0,cairney,
harry wilson,0,0,7.5,90,1035041,12-08-2023,1,wilson,
raúl jiménez,0,0,6.6,58,1035041,12-08-2023,0,jiménez,
willian,0,0,6.3,45,1035041,12-08-2023,0,willian,
bobby decordova-reid,1,0,7.3,45,1035041,12-08-2023,1,decordova-reid,
andreas pereira,0,0,6.9,32,1035041,12-08-2023,0,pereira,
aleksandar mitrović,0,0,7.2,32,1035041,12-08-2023,1,mitrović,
marek rodák,0,0,0,0,1035041,12-08-2023,0,rodák,
calvin bassey,0,0,0,0,1035041,12-08-2023,0,bassey,
kevin mbabu,0,0,0,0,1035041,12-08-2023,0,mbabu,
matthew max dibley-dias,0,0,0,0,1035041,12-08-2023,0,dibley-dias,
carlos vinícius,0,0,0,0,1035041,12-08-2023,0,vinícius,
jay stansfield,0,0,0,0,1035041,12-08-2023,0,stansfield,
jason steele,0,0,7,90,1035040,12-08-2023,1,steele,
james milner,0,0,7.2,79,1035040,12-08-2023,1,milner,
jan paul van hecke,0,0,7.2,90,1035040,12-08-2023,1,hecke,
lewis dunk,0,0,6.7,90,1035040,12-08-2023,0,dunk,
pervis estupiñán,0,1,8.5,90,1035040,12-08-2023,1,estupiñán,
pascal groß,0,0,8.2,90,1035040,12-08-2023,1,groß,
mahmoud dahoud,0,0,7,74,1035040,12-08-2023,1,dahoud,
solly march,1,0,7.3,74,1035040,12-08-2023,1,march,
joão pedro,1,0,7.9,88,1035040,12-08-2023,1,pedro,
kaoru mitoma,0,1,8.2,90,1035040,12-08-2023,1,mitoma,
danny welbeck,0,0,7.2,78,1035040,12-08-2023,1,welbeck,
billy gilmour,0,0,6.6,16,1035040,12-08-2023,0,gilmour,
simon adingra,1,0,7.3,16,1035040,12-08-2023,1,adingra,
evan ferguson,1,0,7.7,12,1035040,12-08-2023,1,ferguson,
joël veltman,0,0,6.3,11,1035040,12-08-2023,0,veltman,
julio enciso,0,0,6.5,10,1035040,12-08-2023,0,enciso,
bart verbruggen,0,0,0,0,1035040,12-08-2023,0,verbruggen,
igor júlio,0,0,0,0,1035040,12-08-2023,0,júlio,
steven alzate,0,0,0,0,1035040,12-08-2023,0,alzate,
facundo buonanotte,0,0,0,0,1035040,12-08-2023,0,buonanotte,
thomas kaminski,0,0,7.9,90,1035040,12-08-2023,1,kaminski,
mads juel andersen,0,0,6.3,76,1035040,12-08-2023,0,andersen,
tom lockyer,0,0,6.3,90,1035040,12-08-2023,0,lockyer,
amari'i bell,0,0,6.2,90,1035040,12-08-2023,0,bell,
issa kaboré,0,0,6.9,64,1035040,12-08-2023,0,kaboré,
pelly ruddock mpanzu,0,0,5.9,88,1035040,12-08-2023,0,mpanzu,
marvelous nakamba,0,0,6.3,90,1035040,12-08-2023,0,nakamba,
tahith chong,0,0,6.2,88,1035040,12-08-2023,0,chong,
ryan giles,0,0,6.6,90,1035040,12-08-2023,0,giles,
carlton morris,1,0,7.9,90,1035040,12-08-2023,1,morris,
elijah adebayo,0,0,6.5,64,1035040,12-08-2023,0,adebayo,
alfie doughty,0,0,6.3,26,1035040,12-08-2023,0,doughty,
jacob brown,0,0,6.9,26,1035040,12-08-2023,0,brown,
chiedozie ogbene,0,0,6.7,14,1035040,12-08-2023,0,ogbene,
luke berry,0,0,6.5,10,1035040,12-08-2023,0,berry,
cauley woodrow,0,0,7,10,1035040,12-08-2023,1,woodrow,
james shea,0,0,0,0,1035040,12-08-2023,0,shea,
aidan francis-clarke,0,0,0,0,1035040,12-08-2023,0,francis-clarke,
allan campbell,0,0,0,0,1035040,12-08-2023,0,campbell,
john mcatee,0,0,0,0,1035040,12-08-2023,0,mcatee,
wes foderingham,0,0,8,90,1035042,12-08-2023,1,foderingham,
anel ahmedhodžić,0,0,6.9,90,1035042,12-08-2023,0,ahmedhodžić,
john egan,0,0,6.9,90,1035042,12-08-2023,0,egan,
jack robinson,0,0,6.6,80,1035042,12-08-2023,0,robinson,
george baldock,0,0,6.7,90,1035042,12-08-2023,0,baldock,
chris basham,0,0,6.6,80,1035042,12-08-2023,0,basham,
oliver norwood,0,0,7.2,90,1035042,12-08-2023,1,norwood,
ben osborn,0,0,6.7,87,1035042,12-08-2023,0,osborn,
max lowe,0,0,7.2,80,1035042,12-08-2023,1,lowe,
benie traore,0,0,6.2,87,1035042,12-08-2023,0,traore,
william osula,0,0,6.2,90,1035042,12-08-2023,0,osula,
yasser larouci,0,0,6.9,10,1035042,12-08-2023,0,larouci,
anis ben slimane,0,0,6.5,10,1035042,12-08-2023,0,slimane,
vinícius souza,0,0,6.7,10,1035042,12-08-2023,0,souza,
andre brooks,0,0,6.7,9,1035042,12-08-2023,0,brooks,
antwoine hackford,0,0,6.3,9,1035042,12-08-2023,0,hackford,
adam davies,0,0,0,0,1035042,12-08-2023,0,davies,
auston trusty,0,0,0,0,1035042,12-08-2023,0,trusty,
femi seriki,0,0,0,0,1035042,12-08-2023,0,seriki,
louie marsh,0,0,0,0,1035042,12-08-2023,0,marsh,
sam johnstone,0,0,7.2,90,1035042,12-08-2023,1,johnstone,
joel ward,0,0,6.9,90,1035042,12-08-2023,0,ward,
joachim andersen,0,0,8.7,90,1035042,12-08-2023,1,andersen,
marc guéhi,0,0,7.7,89,1035042,12-08-2023,1,guéhi,
tyrick mitchell,0,0,7.2,90,1035042,12-08-2023,1,mitchell,
jefferson lerma,0,0,7.6,90,1035042,12-08-2023,1,lerma,
cheick doucouré,0,0,6.9,90,1035042,12-08-2023,0,doucouré,
jordan ayew,0,1,7.3,90,1035042,12-08-2023,1,ayew,
eberechi eze,0,0,8.5,90,1035042,12-08-2023,1,eze,
jeffrey schlupp,0,0,7.2,90,1035042,12-08-2023,1,schlupp,
odsonne édouard,1,0,8,90,1035042,12-08-2023,1,édouard,
james tomkins,0,0,0,1,1035042,12-08-2023,0,tomkins,
remi matthews,0,0,0,0,1035042,12-08-2023,0,matthews,
nathaniel clyne,0,0,0,0,1035042,12-08-2023,0,clyne,
chris richards,0,0,0,0,1035042,12-08-2023,0,richards,
jaïro riedewald,0,0,0,0,1035042,12-08-2023,0,riedewald,
naouirou ahamada,0,0,0,0,1035042,12-08-2023,0,ahamada,
john-kymani gordon,0,0,0,0,1035042,12-08-2023,0,gordon,
jesurun rak-sakyi,0,0,0,0,1035042,12-08-2023,0,rak-sakyi,
jean-philippe mateta,0,0,0,0,1035042,12-08-2023,0,mateta,
nick pope,0,0,7.2,90,1035043,12-08-2023,1,pope,
kieran trippier,0,0,7.7,90,1035043,12-08-2023,1,trippier,
fabian schär,0,0,6.9,90,1035043,12-08-2023,0,schär,
sven botman,0,1,7.5,90,1035043,12-08-2023,1,botman,
dan burn,0,0,7,90,1035043,12-08-2023,1,burn,
sandro tonali,1,0,7.3,89,1035043,12-08-2023,1,tonali,
bruno guimarães,0,0,6.6,85,1035043,12-08-2023,0,guimarães,
joelinton,0,0,7,90,1035043,12-08-2023,1,joelinton,
miguel almirón,0,0,7.5,86,1035043,12-08-2023,1,almirón,
alexander isak,2,0,8,68,1035043,12-08-2023,1,isak,
anthony gordon,0,1,7.6,68,1035043,12-08-2023,1,gordon,
harvey barnes,1,1,8.3,22,1035043,12-08-2023,1,barnes,
callum wilson,1,0,7.3,22,1035043,12-08-2023,1,wilson,
sean longstaff,0,0,6.3,12,1035043,12-08-2023,0,longstaff,
jacob murphy,0,1,7.9,11,1035043,12-08-2023,1,murphy,
elliot anderson,0,0,0,1,1035043,12-08-2023,0,anderson,
martin dúbravka,0,0,0,0,1035043,12-08-2023,0,dúbravka,
valentino livramento,0,0,0,0,1035043,12-08-2023,0,livramento,
jamaal lascelles,0,0,0,0,1035043,12-08-2023,0,lascelles,
matt targett,0,0,0,0,1035043,12-08-2023,0,targett,
emiliano martínez,0,0,7.7,90,1035043,12-08-2023,1,martínez,
matty cash,0,0,6.2,87,1035043,12-08-2023,0,cash,
ezri konsa,0,0,6,90,1035043,12-08-2023,0,konsa,
tyrone mings,0,0,6.7,31,1035043,12-08-2023,0,mings,
lucas digne,0,0,6.3,90,1035043,12-08-2023,0,digne,
boubacar kamara,0,0,6.3,90,1035043,12-08-2023,0,kamara,
douglas luiz,0,0,7.2,90,1035043,12-08-2023,1,luiz,
leon bailey,0,0,6.3,45,1035043,12-08-2023,0,bailey,
moussa diaby,1,0,7.2,87,1035043,12-08-2023,1,diaby,
john mcginn,0,0,6.2,64,1035043,12-08-2023,0,mcginn,
ollie watkins,0,1,7.9,90,1035043,12-08-2023,1,watkins,
pau torres,0,0,6.7,59,1035043,12-08-2023,0,torres,
youri tielemans,0,0,6.5,45,1035043,12-08-2023,0,tielemans,
diego carlos,0,0,6.9,26,1035043,12-08-2023,0,carlos,
philippe coutinho,0,0,6.6,10,1035043,12-08-2023,0,coutinho,
jaden philogene-bidace,0,0,6.5,10,1035043,12-08-2023,0,philogene-bidace,
robin olsen,0,0,0,0,1035043,12-08-2023,0,olsen,
calum chambers,0,0,0,0,1035043,12-08-2023,0,chambers,
cameron archer,0,0,0,0,1035043,12-08-2023,0,archer,
omari kellyman,0,0,0,0,1035043,12-08-2023,0,kellyman,
mark flekken,0,0,7.2,90,1035044,13-08-2023,1,flekken,
aaron hickey,0,0,6.6,72,1035044,13-08-2023,0,hickey,
nathan collins,0,0,6.9,90,1035044,13-08-2023,0,collins,
ethan pinnock,0,0,6.9,90,1035044,13-08-2023,0,pinnock,
kristoffer ajer,0,0,6.3,84,1035044,13-08-2023,0,ajer,
rico henry,0,1,7.5,90,1035044,13-08-2023,1,henry,
mathias jensen,0,0,6.7,49,1035044,13-08-2023,0,jensen,
christian nørgaard,0,0,6.2,72,1035044,13-08-2023,0,nørgaard,
vitaly janelt,0,0,6.6,90,1035044,13-08-2023,0,janelt,
bryan mbeumo,1,0,6.6,90,1035044,13-08-2023,1,mbeumo,
yoane wissa,1,0,7.9,72,1035044,13-08-2023,1,wissa,
mikkel damsgaard,0,0,6.9,41,1035044,13-08-2023,0,damsgaard,
mads roerslev,0,0,6.3,18,1035044,13-08-2023,0,roerslev,
shandon baptiste,0,0,6.7,18,1035044,13-08-2023,0,baptiste,
kevin schade,0,0,6.3,18,1035044,13-08-2023,0,schade,
zanka,0,0,7.5,11,1035044,13-08-2023,1,zanka,
thomas strakosha,0,0,0,0,1035044,13-08-2023,0,strakosha,
joshua dasilva,0,0,0,0,1035044,13-08-2023,0,dasilva,
yehor yarmoliuk,0,0,0,0,1035044,13-08-2023,0,yarmoliuk,
keane lewis-potter,0,0,0,0,1035044,13-08-2023,0,lewis-potter,
guglielmo vicario,0,0,7.2,90,1035044,13-08-2023,1,vicario,
emerson royal,1,0,7.7,90,1035044,13-08-2023,1,royal,
cristian romero,1,0,7.3,14,1035044,13-08-2023,1,romero,
micky van de ven,0,0,7.2,90,1035044,13-08-2023,1,ven,
destiny udogie,0,0,7.3,90,1035044,13-08-2023,1,udogie,
oliver skipp,0,0,6.3,75,1035044,13-08-2023,0,skipp,
yves bissouma,0,0,8,90,1035044,13-08-2023,1,bissouma,
dejan kulusevski,0,0,7.2,90,1035044,13-08-2023,1,kulusevski,
james maddison,0,2,8.3,90,1035044,13-08-2023,1,maddison,
heung-min son,0,0,6.6,75,1035044,13-08-2023,0,son,
richarlison,0,0,6.7,90,1035044,13-08-2023,0,richarlison,
davinson sánchez,0,0,7,76,1035044,13-08-2023,1,sánchez,
ivan perišić,0,0,7.2,15,1035044,13-08-2023,1,perišić,
pape matar sarr,0,0,7.2,15,1035044,13-08-2023,1,sarr,
brandon austin,0,0,0,0,1035044,13-08-2023,0,austin,
ben davies,0,0,0,0,1035044,13-08-2023,0,davies,
pedro porro,0,0,0,0,1035044,13-08-2023,0,porro,
pierre-emile højbjerg,0,0,0,0,1035044,13-08-2023,0,højbjerg,
giovani lo celso,0,0,0,0,1035044,13-08-2023,0,celso,
manor solomon,0,0,0,0,1035044,13-08-2023,0,solomon,
robert sánchez,0,0,6.9,90,1035045,13-08-2023,0,sánchez,
axel disasi,1,0,7.7,90,1035045,13-08-2023,1,disasi,
thiago silva,0,0,7.3,90,1035045,13-08-2023,1,silva,
levi colwill,0,0,7.2,90,1035045,13-08-2023,1,colwill,
reece james,0,0,7.5,76,1035045,13-08-2023,1,james,
enzo fernández,0,0,8.2,90,1035045,13-08-2023,1,fernández,
conor gallagher,0,0,7.2,90,1035045,13-08-2023,1,gallagher,
ben chilwell,0,1,7.5,89,1035045,13-08-2023,1,chilwell,
raheem sterling,0,0,6.6,81,1035045,13-08-2023,0,sterling,
carney chukwuemeka,0,0,6.3,81,1035045,13-08-2023,0,chukwuemeka,
nicolas jackson,0,0,6.2,90,1035045,13-08-2023,0,jackson,
malo gusto,0,0,6.6,14,1035045,13-08-2023,0,gusto,
ian maatsen,0,0,6.9,9,1035045,13-08-2023,0,maatsen,
mykhaylo mudryk,0,0,6.9,9,1035045,13-08-2023,0,mudryk,
lesley ugochukwu,0,0,0,1,1035045,13-08-2023,0,ugochukwu,
lucas bergström,0,0,0,0,1035045,13-08-2023,0,bergström,
marc cucurella,0,0,0,0,1035045,13-08-2023,0,cucurella,
andrey santos,0,0,0,0,1035045,13-08-2023,0,santos,
mason burstow,0,0,0,0,1035045,13-08-2023,0,burstow,
noni madueke,0,0,0,0,1035045,13-08-2023,0,madueke,
alisson,0,0,7.3,90,1035045,13-08-2023,1,alisson,
trent alexander-arnold,0,0,6.3,90,1035045,13-08-2023,0,alexander-arnold,
ibrahima konaté,0,0,7,90,1035045,13-08-2023,1,konaté,
virgil van dijk,0,0,7.2,90,1035045,13-08-2023,1,dijk,
andrew robertson,0,0,7.2,90,1035045,13-08-2023,1,robertson,
dominik szoboszlai,0,0,7,90,1035045,13-08-2023,1,szoboszlai,
alexis mac allister,0,0,7.5,90,1035045,13-08-2023,1,allister,
cody gakpo,0,0,6.6,66,1035045,13-08-2023,0,gakpo,
mohamed salah,0,1,7.5,77,1035045,13-08-2023,1,salah,
diogo jota,0,0,6.9,66,1035045,13-08-2023,0,jota,
luis díaz,1,0,7.2,77,1035045,13-08-2023,1,díaz,
curtis jones,0,0,6.6,24,1035045,13-08-2023,0,jones,
darwin núñez,0,0,6.7,24,1035045,13-08-2023,0,núñez,
harvey elliott,0,0,7,13,1035045,13-08-2023,1,elliott,
ben doak,0,0,6.3,13,1035045,13-08-2023,0,doak,
caoimhin kelleher,0,0,0,0,1035045,13-08-2023,0,kelleher,
joe gomez,0,0,0,0,1035045,13-08-2023,0,gomez,
konstantinos tsimikas,0,0,0,0,1035045,13-08-2023,0,tsimikas,
joël matip,0,0,0,0,1035045,13-08-2023,0,matip,
james mcconnell,0,0,0,0,1035045,13-08-2023,0,mcconnell,
andré onana,0,0,8,90,1035046,14-08-2023,1,onana,
aaron wan-bissaka,0,1,8.2,90,1035046,14-08-2023,1,wan-bissaka,
raphaël varane,1,0,7.6,90,1035046,14-08-2023,1,varane,
lisandro martínez,0,0,6.3,45,1035046,14-08-2023,0,martínez,
luke shaw,0,0,7.6,90,1035046,14-08-2023,1,shaw,
casemiro,0,0,7.2,90,1035046,14-08-2023,1,casemiro,
antony,0,0,7.3,77,1035046,14-08-2023,1,antony,
bruno fernandes,0,0,7.2,90,1035046,14-08-2023,1,fernandes,
mason mount,0,0,6.6,68,1035046,14-08-2023,0,mount,
alejandro garnacho,0,0,6.9,68,1035046,14-08-2023,0,garnacho,
marcus rashford,0,0,6.9,88,1035046,14-08-2023,0,rashford,
victor lindelöf,0,0,6.7,45,1035046,14-08-2023,0,lindelöf,
jadon sancho,0,0,6.6,22,1035046,14-08-2023,0,sancho,
christian eriksen,0,0,6.7,22,1035046,14-08-2023,0,eriksen,
facundo pellistri,0,0,6.9,13,1035046,14-08-2023,0,pellistri,
scott mctominay,0,0,6.6,12,1035046,14-08-2023,0,mctominay,
dean henderson,0,0,0,0,1035046,14-08-2023,0,henderson,
harry maguire,0,0,0,0,1035046,14-08-2023,0,maguire,
diogo dalot,0,0,0,0,1035046,14-08-2023,0,dalot,
anthony martial,0,0,0,0,1035046,14-08-2023,0,martial,
josé sá,0,0,7.2,90,1035046,14-08-2023,1,sá,
nélson semedo,0,0,7.5,90,1035046,14-08-2023,1,semedo,
craig dawson,0,0,8.3,90,1035046,14-08-2023,1,dawson,
max kilman,0,0,7.2,90,1035046,14-08-2023,1,kilman,
rayan aït nouri,0,0,6.9,77,1035046,14-08-2023,0,nouri,
pedro neto,0,0,7.9,90,1035046,14-08-2023,1,neto,
joão gomes,0,0,7.2,88,1035046,14-08-2023,1,gomes,
mario lemina,0,0,6.9,90,1035046,14-08-2023,0,lemina,
matheus nunes,0,0,7.5,90,1035046,14-08-2023,1,nunes,
pablo sarabia,0,0,7,63,1035046,14-08-2023,1,sarabia,
matheus cunha,0,0,7.3,77,1035046,14-08-2023,1,cunha,
hee-chan hwang,0,0,7.3,27,1035046,14-08-2023,1,hwang,
hugo bueno,0,0,7,13,1035046,14-08-2023,1,bueno,
fábio silva,0,0,7.3,13,1035046,14-08-2023,1,silva,
saša kalajdžić,0,0,6.6,12,1035046,14-08-2023,0,kalajdžić,
daniel bentley,0,0,0,0,1035046,14-08-2023,0,bentley,
toti gomes,0,0,0,0,1035046,14-08-2023,0,gomes,
matt doherty,0,0,0,0,1035046,14-08-2023,0,doherty,
boubacar traoré,0,0,0,0,1035046,14-08-2023,0,traoré,
joe hodge,0,0,0,0,1035046,14-08-2023,0,hodge,
matt turner,0,0,6.9,90,1035053,18-08-2023,0,turner,
willy boly,0,0,6.9,69,1035053,18-08-2023,0,boly,
joe worrall,0,0,7.5,90,1035053,18-08-2023,1,worrall,
