player,goals,assists,rating,minutes,match_id,date,performed,surname,
konstantinos tsimikas,0,0,6.7,35,1035347,23-12-2023,0,tsimikas,
dominik szoboszlai,0,0,7.2,90,1035347,23-12-2023,1,szoboszlai,
wataru endo,0,0,7,90,1035347,23-12-2023,1,endo,
curtis jones,0,0,7.2,68,1035347,23-12-2023,1,jones,
mohamed salah,1,0,7.6,90,1035347,23-12-2023,1,salah,
cody gakpo,0,0,6.7,68,1035347,23-12-2023,0,gakpo,
luis díaz,0,0,6.9,68,1035347,23-12-2023,0,díaz,
joe gomez,0,0,7.6,55,1035347,23-12-2023,1,gomez,
ryan gravenberch,0,0,6.2,22,1035347,23-12-2023,0,gravenberch,
harvey elliott,0,0,7.2,22,1035347,23-12-2023,1,elliott,
darwin núñez,0,0,7,22,1035347,23-12-2023,1,núñez,
caoimhin kelleher,0,0,0,0,1035347,23-12-2023,0,kelleher,
jarell quansah,0,0,0,0,1035347,23-12-2023,0,quansah,
james mcconnell,0,0,0,0,1035347,23-12-2023,0,mcconnell,
bobby clark,0,0,0,0,1035347,23-12-2023,0,clark,
conor bradley,0,0,0,0,1035347,23-12-2023,0,bradley,
david raya,0,0,7,90,1035347,23-12-2023,1,raya,
benjamin white,0,0,6.9,90,1035347,23-12-2023,0,white,
william saliba,0,0,6.9,90,1035347,23-12-2023,0,saliba,
gabriel magalhães,1,0,7.2,90,1035347,23-12-2023,1,magalhães,
oleksandr zinchenko,0,0,6.6,90,1035347,23-12-2023,0,zinchenko,
martin ødegaard,0,1,7.9,90,1035347,23-12-2023,1,ødegaard,
declan rice,0,0,7,90,1035347,23-12-2023,1,rice,
kai havertz,0,0,6.7,90,1035347,23-12-2023,0,havertz,
bukayo saka,0,0,6.9,90,1035347,23-12-2023,0,saka,
gabriel jesus,0,0,7.3,78,1035347,23-12-2023,1,jesus,
gabriel martinelli,0,0,6.3,68,1035347,23-12-2023,0,martinelli,
leandro trossard,0,0,6.3,22,1035347,23-12-2023,0,trossard,
edward nketiah,0,0,6.6,12,1035347,23-12-2023,0,nketiah,
aaron ramsdale,0,0,0,0,1035347,23-12-2023,0,ramsdale,
cédric soares,0,0,0,0,1035347,23-12-2023,0,soares,
jakub kiwior,0,0,0,0,1035347,23-12-2023,0,kiwior,
mohamed elneny,0,0,0,0,1035347,23-12-2023,0,elneny,
emile smith rowe,0,0,0,0,1035347,23-12-2023,0,rowe,
jorginho,0,0,0,0,1035347,23-12-2023,0,jorginho,
reiss nelson,0,0,0,0,1035347,23-12-2023,0,nelson,
josé sá,0,0,6.9,90,1035353,24-12-2023,0,sá,
max kilman,0,0,7,90,1035353,24-12-2023,1,kilman,
craig dawson,0,0,7.2,70,1035353,24-12-2023,1,dawson,
toti gomes,0,0,7.5,90,1035353,24-12-2023,1,gomes,
nélson semedo,0,0,7,90,1035353,24-12-2023,1,semedo,
mario lemina,1,0,8,90,1035353,24-12-2023,1,lemina,
joão gomes,0,0,7.3,90,1035353,24-12-2023,1,gomes,
rayan aït nouri,0,0,6.9,87,1035353,24-12-2023,0,nouri,
hee-chan hwang,0,0,6.2,90,1035353,24-12-2023,0,hwang,
pablo sarabia,0,1,7.3,75,1035353,24-12-2023,1,sarabia,
matheus cunha,0,0,6.5,86,1035353,24-12-2023,0,cunha,
santiago bueno,0,0,6.2,20,1035353,24-12-2023,0,bueno,
tommy doyle,0,0,6.3,15,1035353,24-12-2023,0,doyle,
matt doherty,1,0,7.2,17,1035353,24-12-2023,1,doherty,
hugo bueno,0,0,6.5,16,1035353,24-12-2023,0,bueno,
daniel bentley,0,0,0,0,1035353,24-12-2023,0,bentley,
tawanda chirewa,0,0,0,0,1035353,24-12-2023,0,chirewa,
owen hesketh,0,0,0,0,1035353,24-12-2023,0,hesketh,
saša kalajdžić,0,0,0,0,1035353,24-12-2023,0,kalajdžić,
ty barnett,0,0,0,0,1035353,24-12-2023,0,barnett,
đorđe petrović,0,0,6.9,90,1035353,24-12-2023,0,petrović,
malo gusto,0,0,6.9,80,1035353,24-12-2023,0,gusto,
axel disasi,0,0,7,90,1035353,24-12-2023,1,disasi,
thiago silva,0,0,6.3,90,1035353,24-12-2023,0,silva,
levi colwill,0,0,7,79,1035353,24-12-2023,1,colwill,
lesley ugochukwu,0,0,6.9,59,1035353,24-12-2023,0,ugochukwu,
conor gallagher,0,0,7,90,1035353,24-12-2023,1,gallagher,
cole palmer,0,0,7,90,1035353,24-12-2023,1,palmer,
nicolas jackson,0,0,6.2,80,1035353,24-12-2023,0,jackson,
raheem sterling,0,1,7.2,90,1035353,24-12-2023,1,sterling,
armando broja,0,0,6.6,59,1035353,24-12-2023,0,broja,
mykhaylo mudryk,0,0,6.9,31,1035353,24-12-2023,0,mudryk,
christopher nkunku,1,0,7.7,31,1035353,24-12-2023,1,nkunku,
ian maatsen,0,0,6.2,11,1035353,24-12-2023,0,maatsen,
benoît badiashile,0,0,5.2,10,1035353,24-12-2023,0,badiashile,
noni madueke,0,0,6.6,10,1035353,24-12-2023,0,madueke,
lucas bergström,0,0,0,0,1035353,24-12-2023,0,bergström,
marcus bettinelli,0,0,0,0,1035353,24-12-2023,0,bettinelli,
roméo lavia,0,0,0,0,1035353,24-12-2023,0,lavia,
alex matos,0,0,0,0,1035353,24-12-2023,0,matos,
wesley foderingham,0,0,7.2,90,1035319,06-12-2023,1,foderingham,
anel ahmedhodžić,0,0,6.2,90,1035319,06-12-2023,0,ahmedhodžić,
jack robinson,0,0,6.3,90,1035319,06-12-2023,0,robinson,
auston trusty,0,0,6.7,88,1035319,06-12-2023,0,trusty,
jayden bogle,0,0,6.3,90,1035319,06-12-2023,0,bogle,
gustavo hamer,0,0,6.5,90,1035319,06-12-2023,0,hamer,
vinícius souza,0,0,7,86,1035319,06-12-2023,1,souza,
andre brooks,0,0,6.6,74,1035319,06-12-2023,0,brooks,
james mcatee,0,0,6.9,90,1035319,06-12-2023,0,mcatee,
cameron archer,0,0,5.9,90,1035319,06-12-2023,0,archer,
william osula,0,0,6.7,75,1035319,06-12-2023,0,osula,
john fleck,0,0,6.9,16,1035319,06-12-2023,0,fleck,
benie traore,0,0,6.3,15,1035319,06-12-2023,0,traore,
oliver norwood,0,0,6.2,12,1035319,06-12-2023,0,norwood,
max lowe,0,0,6.3,10,1035319,06-12-2023,0,lowe,
adam davies,0,0,0,0,1035319,06-12-2023,0,davies,
femi seriki,0,0,0,0,1035319,06-12-2023,0,seriki,
luke thomas,0,0,0,0,1035319,06-12-2023,0,thomas,
anis ben slimane,0,0,0,0,1035319,06-12-2023,0,slimane,
yasser larouci,0,0,0,0,1035319,06-12-2023,0,larouci,
caoimhin kelleher,0,0,7.3,90,1035319,06-12-2023,1,kelleher,
trent alexander-arnold,0,1,8.7,90,1035319,06-12-2023,1,alexander-arnold,
ibrahima konaté,0,0,8.2,90,1035319,06-12-2023,1,konaté,
virgil van dijk,1,0,8.7,90,1035319,06-12-2023,1,dijk,
joe gomez,0,0,7,90,1035319,06-12-2023,1,gomez,
dominik szoboszlai,1,0,8.2,90,1035319,06-12-2023,1,szoboszlai,
wataru endo,0,0,7,90,1035319,06-12-2023,1,endo,
alexis mac allister,0,0,7,59,1035319,06-12-2023,1,allister,
mohamed salah,0,0,6.6,67,1035319,06-12-2023,0,salah,
cody gakpo,0,0,7.3,86,1035319,06-12-2023,1,gakpo,
luis díaz,0,0,6.9,67,1035319,06-12-2023,0,díaz,
curtis jones,0,0,6.9,31,1035319,06-12-2023,0,jones,
harvey elliott,0,0,6.6,23,1035319,06-12-2023,0,elliott,
darwin núñez,0,1,6.6,23,1035319,06-12-2023,1,núñez,
ryan gravenberch,0,0,6.3,12,1035319,06-12-2023,0,gravenberch,
adrián,0,0,0,0,1035319,06-12-2023,0,adrián,
marcelo pitaluga,0,0,0,0,1035319,06-12-2023,0,pitaluga,
jarell quansah,0,0,0,0,1035319,06-12-2023,0,quansah,
konstantinos tsimikas,0,0,0,0,1035319,06-12-2023,0,tsimikas,
conor bradley,0,0,0,0,1035319,06-12-2023,0,bradley,
andré onana,0,0,6.5,90,1035323,06-12-2023,0,onana,
diogo dalot,0,0,7.2,90,1035323,06-12-2023,1,dalot,
harry maguire,0,0,6.6,90,1035323,06-12-2023,0,maguire,
victor lindelöf,0,0,6.9,45,1035323,06-12-2023,0,lindelöf,
luke shaw,0,0,7,90,1035323,06-12-2023,1,shaw,
scott mctominay,2,0,7.9,90,1035323,06-12-2023,1,mctominay,
sofyan amrabat,0,0,7.2,90,1035323,06-12-2023,1,amrabat,
antony,0,0,7.6,90,1035323,06-12-2023,1,antony,
bruno fernandes,0,0,7.7,90,1035323,06-12-2023,1,fernandes,
alejandro garnacho,0,1,7.6,89,1035323,06-12-2023,1,garnacho,
rasmus højlund,0,0,7,84,1035323,06-12-2023,1,højlund,
sergio reguilón,0,0,7.3,45,1035323,06-12-2023,1,reguilón,
marcus rashford,0,0,6.3,11,1035323,06-12-2023,0,rashford,
jonny evans,0,0,0,1,1035323,06-12-2023,0,evans,
altay bayındır,0,0,0,0,1035323,06-12-2023,0,bayındır,
aaron wan-bissaka,0,0,0,0,1035323,06-12-2023,0,wan-bissaka,
facundo pellistri,0,0,0,0,1035323,06-12-2023,0,pellistri,
donny van de beek,0,0,0,0,1035323,06-12-2023,0,beek,
kobbie mainoo,0,0,0,0,1035323,06-12-2023,0,mainoo,
anthony martial,0,0,0,0,1035323,06-12-2023,0,martial,
robert sánchez,0,0,8.2,90,1035323,06-12-2023,1,sánchez,
marc cucurella,0,0,7.2,45,1035323,06-12-2023,1,cucurella,
axel disasi,0,0,6.3,90,1035323,06-12-2023,0,disasi,
thiago silva,0,0,6.6,90,1035323,06-12-2023,0,silva,
levi colwill,0,0,7,90,1035323,06-12-2023,1,colwill,
moisés caicedo,0,0,7,90,1035323,06-12-2023,1,caicedo,
enzo fernández,0,0,6,90,1035323,06-12-2023,0,fernández,
raheem sterling,0,0,6.3,90,1035323,06-12-2023,0,sterling,
cole palmer,1,0,7.2,90,1035323,06-12-2023,1,palmer,
mykhaylo mudryk,0,1,6.3,77,1035323,06-12-2023,1,mudryk,
nicolas jackson,0,0,6.3,90,1035323,06-12-2023,0,jackson,
reece james,0,0,7.5,45,1035323,06-12-2023,1,james,
armando broja,0,0,6.9,13,1035323,06-12-2023,0,broja,
đorđe petrović,0,0,0,0,1035323,06-12-2023,0,petrović,
alfie gilchrist,0,0,0,0,1035323,06-12-2023,0,gilchrist,
ian maatsen,0,0,0,0,1035323,06-12-2023,0,maatsen,
benoît badiashile,0,0,0,0,1035323,06-12-2023,0,badiashile,
leo castledine,0,0,0,0,1035323,06-12-2023,0,castledine,
alex matos,0,0,0,0,1035323,06-12-2023,0,matos,
deivid washington,0,0,0,0,1035323,06-12-2023,0,washington,
emiliano martínez,0,0,7.3,90,1035314,06-12-2023,1,martínez,
ezri konsa,0,0,7.7,90,1035314,06-12-2023,1,konsa,
diego carlos,0,0,7,90,1035314,06-12-2023,1,carlos,
pau torres,0,0,7.2,90,1035314,06-12-2023,1,torres,
lucas digne,0,0,7.3,89,1035314,06-12-2023,1,digne,
leon bailey,1,0,7.9,85,1035314,06-12-2023,1,bailey,
boubacar kamara,0,0,7.2,90,1035314,06-12-2023,1,kamara,
douglas luiz,0,0,7.6,90,1035314,06-12-2023,1,luiz,
john mcginn,0,0,7.9,90,1035314,06-12-2023,1,mcginn,
youri tielemans,0,1,7.2,85,1035314,06-12-2023,1,tielemans,
ollie watkins,0,0,7.3,89,1035314,06-12-2023,1,watkins,
jacob ramsey,0,0,6.5,11,1035314,06-12-2023,0,ramsey,
moussa diaby,0,0,6.9,11,1035314,06-12-2023,0,diaby,
álex moreno,0,0,0,1,1035314,06-12-2023,0,moreno,
jhon durán,0,0,0,1,1035314,06-12-2023,0,durán,
filip marschall,0,0,0,0,1035314,06-12-2023,0,marschall,
matty cash,0,0,0,0,1035314,06-12-2023,0,cash,
clément lenglet,0,0,0,0,1035314,06-12-2023,0,lenglet,
leander dendoncker,0,0,0,0,1035314,06-12-2023,0,dendoncker,
nicolò zaniolo,0,0,0,0,1035314,06-12-2023,0,zaniolo,
ederson,0,0,7.6,90,1035314,06-12-2023,1,ederson,
kyle walker,0,0,6.7,90,1035314,06-12-2023,0,walker,
rúben dias,0,0,7.6,90,1035314,06-12-2023,1,dias,
joško gvardiol,0,0,8,90,1035314,06-12-2023,1,gvardiol,
john stones,0,0,6.6,90,1035314,06-12-2023,0,stones,
manuel akanji,0,0,6.6,90,1035314,06-12-2023,0,akanji,
bernardo silva,0,0,7.3,90,1035314,06-12-2023,1,silva,
rico lewis,0,0,6.3,68,1035314,06-12-2023,0,lewis,
julián álvarez,0,0,6.2,68,1035314,06-12-2023,0,álvarez,
phil foden,0,0,6.9,73,1035314,06-12-2023,0,foden,
erling haaland,0,0,6.3,90,1035314,06-12-2023,0,haaland,
mateo kovačić,0,0,6.3,22,1035314,06-12-2023,0,kovačić,
matheus nunes,0,0,6.3,22,1035314,06-12-2023,0,nunes,
oscar bobb,0,0,6.3,17,1035314,06-12-2023,0,bobb,
stefan ortega,0,0,0,0,1035314,06-12-2023,0,ortega,
scott carson,0,0,0,0,1035314,06-12-2023,0,carson,
nathan aké,0,0,0,0,1035314,06-12-2023,0,aké,
kalvin phillips,0,0,0,0,1035314,06-12-2023,0,phillips,
sergio gómez,0,0,0,0,1035314,06-12-2023,0,gómez,
jordan pickford,0,0,7.7,90,1035316,07-12-2023,1,pickford,
séamus coleman,0,0,7.2,67,1035316,07-12-2023,1,coleman,
james tarkowski,0,0,7.2,90,1035316,07-12-2023,1,tarkowski,
jarrad branthwaite,0,0,7.7,90,1035316,07-12-2023,1,branthwaite,
vitaliy mykolenko,0,0,7,90,1035316,07-12-2023,1,mykolenko,
ashley young,0,0,7.3,90,1035316,07-12-2023,1,young,
abdoulaye doucouré,1,0,7.7,90,1035316,07-12-2023,1,doucouré,
idrissa gueye,0,0,7,90,1035316,07-12-2023,1,gueye,
dwight mcneil,1,1,8.6,90,1035316,07-12-2023,1,mcneil,
jack harrison,0,0,7.3,90,1035316,07-12-2023,1,harrison,
dominic calvert-lewin,0,0,7.2,85,1035316,07-12-2023,1,calvert-lewin,
nathan patterson,0,1,7,23,1035316,07-12-2023,1,patterson,
beto,1,0,7.2,16,1035316,07-12-2023,1,beto,
joão virgínia,0,0,0,0,1035316,07-12-2023,0,virgínia,
ben godfrey,0,0,0,0,1035316,07-12-2023,0,godfrey,
michael keane,0,0,0,0,1035316,07-12-2023,0,keane,
mackenzie hunt,0,0,0,0,1035316,07-12-2023,0,hunt,
arnaut danjuma,0,0,0,0,1035316,07-12-2023,0,danjuma,
lewis dobbin,0,0,0,0,1035316,07-12-2023,0,dobbin,
youssef chermiti,0,0,0,0,1035316,07-12-2023,0,chermiti,
martin dúbravka,0,0,6.6,90,1035316,07-12-2023,0,dúbravka,
kieran trippier,0,0,6.3,90,1035316,07-12-2023,0,trippier,
jamaal lascelles,0,0,6.9,89,1035316,07-12-2023,0,lascelles,
fabian schär,0,0,6.5,90,1035316,07-12-2023,0,schär,
valentino livramento,0,0,6.7,90,1035316,07-12-2023,0,livramento,
lewis miley,0,0,7.5,89,1035316,07-12-2023,1,miley,
bruno guimarães,0,0,6.3,90,1035316,07-12-2023,0,guimarães,
joelinton,0,0,7.2,90,1035316,07-12-2023,1,joelinton,
miguel almirón,0,0,6.2,90,1035316,07-12-2023,0,almirón,
alexander isak,0,0,6.5,90,1035316,07-12-2023,0,isak,
anthony gordon,0,0,6.9,90,1035316,07-12-2023,0,gordon,
matt ritchie,0,0,6.2,11,1035316,07-12-2023,0,ritchie,
emil krafth,0,0,6.3,11,1035316,07-12-2023,0,krafth,
mark gillespie,0,0,0,0,1035316,07-12-2023,0,gillespie,
loris karius,0,0,0,0,1035316,07-12-2023,0,karius,
lewis hall,0,0,0,0,1035316,07-12-2023,0,hall,
alex murphy,0,0,0,0,1035316,07-12-2023,0,murphy,
paul dummett,0,0,0,0,1035316,07-12-2023,0,dummett,
amadou diallo,0,0,0,0,1035316,07-12-2023,0,diallo,
ben parkinson,0,0,0,0,1035316,07-12-2023,0,parkinson,
guglielmo vicario,0,0,7,90,1035320,07-12-2023,1,vicario,
pedro porro,0,1,8.2,90,1035320,07-12-2023,1,porro,
cristian romero,1,0,8.2,90,1035320,07-12-2023,1,romero,
ben davies,0,0,6.9,90,1035320,07-12-2023,0,davies,
destiny udogie,0,0,6.7,90,1035320,07-12-2023,0,udogie,
yves bissouma,0,0,7.5,84,1035320,07-12-2023,1,bissouma,
pierre-emile højbjerg,0,0,7.5,67,1035320,07-12-2023,1,højbjerg,
dejan kulusevski,0,0,7,90,1035320,07-12-2023,1,kulusevski,
giovani lo celso,0,0,7.9,67,1035320,07-12-2023,1,celso,
brennan johnson,0,0,7.9,84,1035320,07-12-2023,1,johnson,
heung-min son,0,0,7.9,88,1035320,07-12-2023,1,son,
oliver skipp,0,0,6.7,23,1035320,07-12-2023,0,skipp,
richarlison,0,0,6.5,23,1035320,07-12-2023,0,richarlison,
pape matar sarr,0,0,6.9,12,1035320,07-12-2023,0,sarr,
bryan gil,0,0,6.6,12,1035320,07-12-2023,0,gil,
alejo veliz,0,0,6.3,8,1035320,07-12-2023,0,veliz,
fraser forster,0,0,0,0,1035320,07-12-2023,0,forster,
alfie dorrington,0,0,0,0,1035320,07-12-2023,0,dorrington,
emerson royal,0,0,0,0,1035320,07-12-2023,0,royal,
jamie donley,0,0,0,0,1035320,07-12-2023,0,donley,
łukasz fabiański,0,0,7.7,90,1035320,07-12-2023,1,fabiański,
vladimír coufal,0,0,6.7,90,1035320,07-12-2023,0,coufal,
kurt zouma,0,0,6.9,90,1035320,07-12-2023,0,zouma,
nayef aguerd,0,0,7.3,90,1035320,07-12-2023,1,aguerd,
emerson palmieri,0,0,7.3,90,1035320,07-12-2023,1,palmieri,
tomáš souček,0,0,7.3,90,1035320,07-12-2023,1,souček,
james ward-prowse,1,0,7.9,90,1035320,07-12-2023,1,ward-prowse,
edson álvarez,0,0,7,90,1035320,07-12-2023,1,álvarez,
jarrod bowen,1,0,7.3,90,1035320,07-12-2023,1,bowen,
mohammed kudus,0,0,6.9,88,1035320,07-12-2023,0,kudus,
lucas paquetá,0,0,6.3,90,1035320,07-12-2023,0,paquetá,
pablo fornals,0,0,6.7,8,1035320,07-12-2023,0,fornals,
joseph anang,0,0,0,0,1035320,07-12-2023,0,anang,
aaron cresswell,0,0,0,0,1035320,07-12-2023,0,cresswell,
thilo kehrer,0,0,0,0,1035320,07-12-2023,0,kehrer,
konstantinos mavropanos,0,0,0,0,1035320,07-12-2023,0,mavropanos,
angelo ogbonna,0,0,0,0,1035320,07-12-2023,0,ogbonna,
divin mubama,0,0,0,0,1035320,07-12-2023,0,mubama,
danny ings,0,0,0,0,1035320,07-12-2023,0,ings,
saïd benrahma,0,0,0,0,1035320,07-12-2023,0,benrahma,
sam johnstone,0,0,6.2,87,1035326,09-12-2023,0,johnstone,
joel ward,0,0,6.3,90,1035326,09-12-2023,0,ward,
joachim andersen,0,0,6.3,90,1035326,09-12-2023,0,andersen,
marc guéhi,0,0,6.3,90,1035326,09-12-2023,0,guéhi,
nathaniel clyne,0,0,6.5,90,1035326,09-12-2023,0,clyne,
will hughes,0,0,7.3,89,1035326,09-12-2023,1,hughes,
chris richards,0,0,6.9,90,1035326,09-12-2023,0,richards,
jefferson lerma,0,0,6.9,68,1035326,09-12-2023,0,lerma,
jordan ayew,0,0,6.7,75,1035326,09-12-2023,0,ayew,
odsonne édouard,0,0,6.9,45,1035326,09-12-2023,0,édouard,
jeffrey schlupp,0,0,7.2,84,1035326,09-12-2023,1,schlupp,
jean-philippe mateta,1,0,7.3,45,1035326,09-12-2023,1,mateta,
michael olise,0,0,6.9,22,1035326,09-12-2023,0,olise,
naouirou ahamada,0,0,6.2,19,1035326,09-12-2023,0,ahamada,
remi matthews,0,0,6.2,16,1035326,09-12-2023,0,matthews,
david ozoh,0,0,6.5,8,1035326,09-12-2023,0,ozoh,
james tomkins,0,0,0,0,1035326,09-12-2023,0,tomkins,
malcolm ebiowei,0,0,0,0,1035326,09-12-2023,0,ebiowei,
jaïro riedewald,0,0,0,0,1035326,09-12-2023,0,riedewald,
matheus frança,0,0,0,0,1035326,09-12-2023,0,frança,
alisson,0,0,7.3,90,1035326,09-12-2023,1,alisson,
trent alexander-arnold,0,0,8.2,90,1035326,09-12-2023,1,alexander-arnold,
jarell quansah,0,0,6.2,57,1035326,09-12-2023,0,quansah,
virgil van dijk,0,0,7.3,90,1035326,09-12-2023,1,dijk,
konstantinos tsimikas,0,0,6.9,90,1035326,09-12-2023,0,tsimikas,
dominik szoboszlai,0,0,6.3,74,1035326,09-12-2023,0,szoboszlai,
wataru endo,0,0,6.6,45,1035326,09-12-2023,0,endo,
ryan gravenberch,0,0,6.3,57,1035326,09-12-2023,0,gravenberch,
mohamed salah,1,1,7.9,90,1035326,09-12-2023,1,salah,
darwin núñez,0,0,6.3,74,1035326,09-12-2023,0,núñez,
luis díaz,0,0,6.9,90,1035326,09-12-2023,0,díaz,
joe gomez,0,0,7,45,1035326,09-12-2023,1,gomez,
ibrahima konaté,0,0,6.6,33,1035326,09-12-2023,0,konaté,
cody gakpo,0,0,6.6,33,1035326,09-12-2023,0,gakpo,
curtis jones,0,1,7,16,1035326,09-12-2023,1,jones,
harvey elliott,1,0,7.6,16,1035326,09-12-2023,1,elliott,
caoimhin kelleher,0,0,0,0,1035326,09-12-2023,0,kelleher,
james mcconnell,0,0,0,0,1035326,09-12-2023,0,mcconnell,
conor bradley,0,0,0,0,1035326,09-12-2023,0,bradley,
ben doak,0,0,0,0,1035326,09-12-2023,0,doak,
andré onana,0,0,6.2,90,1035330,09-12-2023,0,onana,
diogo dalot,0,0,7,90,1035330,09-12-2023,1,dalot,
harry maguire,0,0,7.2,90,1035330,09-12-2023,1,maguire,
luke shaw,0,0,6.2,79,1035330,09-12-2023,0,shaw,
sergio reguilón,0,0,7.2,90,1035330,09-12-2023,1,reguilón,
scott mctominay,0,0,6.9,90,1035330,09-12-2023,0,mctominay,
sofyan amrabat,0,0,7.3,90,1035330,09-12-2023,1,amrabat,
antony,0,0,7.2,79,1035330,09-12-2023,1,antony,
bruno fernandes,0,0,7.9,90,1035330,09-12-2023,1,fernandes,
alejandro garnacho,0,0,6.9,79,1035330,09-12-2023,0,garnacho,
anthony martial,0,0,6.9,56,1035330,09-12-2023,0,martial,
rasmus højlund,0,0,6.6,34,1035330,09-12-2023,0,højlund,
jonny evans,0,0,6.3,11,1035330,09-12-2023,0,evans,
facundo pellistri,0,0,6.9,11,1035330,09-12-2023,0,pellistri,
marcus rashford,0,0,6.9,11,1035330,09-12-2023,0,rashford,
altay bayındır,0,0,0,0,1035330,09-12-2023,0,bayındır,
aaron wan-bissaka,0,0,0,0,1035330,09-12-2023,0,wan-bissaka,
raphaël varane,0,0,0,0,1035330,09-12-2023,0,varane,
donny van de beek,0,0,0,0,1035330,09-12-2023,0,beek,
kobbie mainoo,0,0,0,0,1035330,09-12-2023,0,mainoo,
neto,0,0,7.5,90,1035330,09-12-2023,1,neto,
adam smith,0,0,7.2,90,1035330,09-12-2023,1,smith,
illia zabarnyi,0,0,7.3,90,1035330,09-12-2023,1,zabarnyi,
marcos senesi,1,0,8.5,90,1035330,09-12-2023,1,senesi,
miloš kerkez,0,0,7.5,90,1035330,09-12-2023,1,kerkez,
lewis cook,0,1,7.9,88,1035330,09-12-2023,1,cook,
ryan christie,0,0,7.2,90,1035330,09-12-2023,1,christie,
antoine semenyo,0,0,6.5,58,1035330,09-12-2023,0,semenyo,
justin kluivert,0,0,6.2,72,1035330,09-12-2023,0,kluivert,
marcus tavernier,0,2,8.2,88,1035330,09-12-2023,1,tavernier,
dominic solanke,1,0,7.3,90,1035330,09-12-2023,1,solanke,
philip billing,1,0,7.7,32,1035330,09-12-2023,1,billing,
luis sinisterra,0,0,6.3,18,1035330,09-12-2023,0,sinisterra,
dango ouattara,0,0,6.3,9,1035330,09-12-2023,0,ouattara,
joe rothwell,0,0,6.7,9,1035330,09-12-2023,0,rothwell,
mark travers,0,0,0,0,1035330,09-12-2023,0,travers,
chris mepham,0,0,0,0,1035330,09-12-2023,0,mepham,
david brooks,0,0,0,0,1035330,09-12-2023,0,brooks,
gavin kilkenny,0,0,0,0,1035330,09-12-2023,0,kilkenny,
kieffer moore,0,0,0,0,1035330,09-12-2023,0,moore,
josé sá,0,0,6.9,90,1035333,09-12-2023,0,sá,
max kilman,0,0,7,90,1035333,09-12-2023,1,kilman,
craig dawson,0,0,7.3,90,1035333,09-12-2023,1,dawson,
toti gomes,0,0,6.7,90,1035333,09-12-2023,0,gomes,
nélson semedo,0,0,6.7,90,1035333,09-12-2023,0,semedo,
mario lemina,0,0,6.9,61,1035333,09-12-2023,0,lemina,
joão gomes,0,0,7.2,90,1035333,09-12-2023,1,gomes,
hugo bueno,0,0,6.3,69,1035333,09-12-2023,0,bueno,
pablo sarabia,0,1,7.7,69,1035333,09-12-2023,1,sarabia,
hee-chan hwang,0,0,6.9,90,1035333,09-12-2023,0,hwang,
matheus cunha,1,0,8.2,89,1035333,09-12-2023,1,cunha,
boubacar traoré,0,0,6.6,29,1035333,09-12-2023,0,traoré,
matt doherty,0,0,6.5,21,1035333,09-12-2023,0,doherty,
jean-ricner bellegarde,0,0,6.6,21,1035333,09-12-2023,0,bellegarde,
saša kalajdžić,0,0,0,1,1035333,09-12-2023,0,kalajdžić,
daniel bentley,0,0,0,0,1035333,09-12-2023,0,bentley,
santiago bueno,0,0,0,0,1035333,09-12-2023,0,bueno,
tommy doyle,0,0,0,0,1035333,09-12-2023,0,doyle,
tawanda chirewa,0,0,0,0,1035333,09-12-2023,0,chirewa,
fábio silva,0,0,0,0,1035333,09-12-2023,0,silva,
matt turner,0,0,7,90,1035333,09-12-2023,1,turner,
willy boly,0,0,6.3,90,1035333,09-12-2023,0,boly,
murillo,0,0,7,78,1035333,09-12-2023,1,murillo,
moussa niakhaté,0,0,7.3,90,1035333,09-12-2023,1,niakhaté,
neco williams,0,1,7.6,90,1035333,09-12-2023,1,williams,
ryan yates,0,0,6.6,90,1035333,09-12-2023,0,yates,
orel mangala,0,0,6.9,90,1035333,09-12-2023,0,mangala,
cheikhou kouyaté,0,0,6.6,63,1035333,09-12-2023,0,kouyaté,
harry toffolo,1,0,6.9,90,1035333,09-12-2023,1,toffolo,
anthony elanga,0,0,6.5,84,1035333,09-12-2023,0,elanga,
morgan gibbs-white,0,0,7.3,90,1035333,09-12-2023,1,gibbs-white,
danilo,0,0,6.5,27,1035333,09-12-2023,0,danilo,
felipe,0,0,6.9,12,1035333,09-12-2023,0,felipe,
chris wood,0,0,6.7,11,1035333,09-12-2023,0,wood,
odysseas vlachodimos,0,0,0,0,1035333,09-12-2023,0,vlachodimos,
ola aina,0,0,0,0,1035333,09-12-2023,0,aina,
ibrahim sangaré,0,0,0,0,1035333,09-12-2023,0,sangaré,
callum hudson-odoi,0,0,0,0,1035333,09-12-2023,0,hudson-odoi,
nicolás domínguez,0,0,0,0,1035333,09-12-2023,0,domínguez,
divock origi,0,0,0,0,1035333,09-12-2023,0,origi,
martin dúbravka,0,0,6.6,90,1035362,26-12-2023,0,dúbravka,
kieran trippier,0,0,7.2,90,1035362,26-12-2023,1,trippier,
fabian schär,0,0,7,90,1035362,26-12-2023,1,schär,
sven botman,0,0,6.5,79,1035362,26-12-2023,0,botman,
dan burn,0,0,6.2,55,1035362,26-12-2023,0,burn,
lewis miley,0,0,6.9,90,1035362,26-12-2023,0,miley,
bruno guimarães,0,0,7.2,90,1035362,26-12-2023,1,guimarães,
sean longstaff,0,0,6.5,71,1035362,26-12-2023,0,longstaff,
